"","start_p10","bathroom_mean_rating","bathroom_min_rating","bathroom_max_rating","kitchen_mean_rating","kitchen_min_rating","kitchen_max_rating","floor_mean_rating","floor_min_rating","floor_max_rating","exterior_mean_rating","exterior_in_rating","exterior_max_rating","floor_nicholas","bathroom_nicholas","kitchen_nicholas","exterior_nicholas","overall_nicholas","floor_miguel","bathroom_miguel","kitchen_miguel","exterior_miguel","overall_miguel"
"263","14468000",10,10,10,10,10,10,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","14469075",15,15,15,NA,NA,NA,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","14940320",15,15,15,33.3333333333333,30,40,23.75,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","14947608",11.6666666666667,10,15,41.6666666666667,30,65,37.5,35,40,47.5,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","14949573",17.5,15,20,28.3333333333333,15,35,30,20,40,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","14960260",10,10,10,50,20,65,40,40,40,57.5,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","1522015",12.5,10,15,35,30,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","15609707",15,15,15,15,15,15,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","1586059",15,15,15,15,15,15,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","15901804",40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","15906342",17.5,15,20,NA,NA,NA,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","16281450",13.3333333333333,10,15,35,30,40,35,35,35,57.5,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","16582114",21.6666666666667,10,40,48.3333333333333,40,65,16.6666666666667,10,20,33.3333333333333,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","16591744",65,65,65,43.3333333333333,35,60,50,40,60,28.3333333333333,15,40,60,65,55,50,58,60,70,70,50,65
"277","16591848",15,15,15,15,15,15,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","16607117",35,35,35,36.6666666666667,35,40,30,20,40,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","16633533",21.6666666666667,15,30,43.3333333333333,30,65,28.3333333333333,10,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","16637843",46.6666666666667,35,65,66.6666666666667,65,70,10,10,10,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","16669439",17.5,15,20,22.5,15,30,33.3333333333333,30,35,48.3333333333333,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","16679467",15,15,15,35,30,40,20,10,30,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","16698500",15,15,15,48.3333333333333,40,65,15,15,15,35,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","16708888",15,15,15,40,40,40,38.3333333333333,35,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","16723219",16.6666666666667,15,20,65,65,65,25,15,35,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","16730078",63.3333333333333,60,65,49,35,65,NA,NA,NA,50,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","16749425",31.6666666666667,15,40,30,20,40,21.6666666666667,15,30,25,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","16751591",15,15,15,17.5,15,20,40,40,40,55,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","16761714",20,20,20,35,35,35,12.5,10,15,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","16781675",15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","16820143",10,10,10,21.6666666666667,15,30,17.5,15,20,27.5,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","16824095",13.5,12,15,NA,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","16827577",20,20,20,20,20,20,NA,NA,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","16828126",20,20,20,16.6666666666667,15,20,10,10,10,25,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","16830582",15,15,15,28.3333333333333,20,35,23.3333333333333,15,40,47.5,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","16881076",35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","16881275",20,15,30,26.6666666666667,15,35,23.3333333333333,15,35,28.3333333333333,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","16917385",15,15,15,38.3333333333333,35,40,40,40,40,53.3333333333333,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","16936771",40,40,40,40,40,40,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","17152604",35,35,35,50,35,65,NA,NA,NA,50,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","1747298",13.3333333333333,10,15,35,30,40,30,30,30,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","17632722",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","17808718",16.25,15,20,20,20,20,18.75,10,35,66.5,65,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","17849804",NA,NA,NA,50,35,65,40,40,40,24,18,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","18932393",12.5,10,15,15,15,15,22.5,15,40,25,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","19143848",38.3333333333333,20,60,41.6666666666667,30,60,50,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","19218873",30,20,40,20,15,30,26.6666666666667,10,40,28.3333333333333,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","19288937",43.3333333333333,30,65,43.3333333333333,30,65,65,65,65,38.3333333333333,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","19582075",15,15,15,15,10,20,25,15,40,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","21308025",36.6666666666667,35,40,31.6666666666667,20,40,23.3333333333333,15,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","21311154",43.3333333333333,30,65,55,35,65,73.3333333333333,65,85,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","21386259",15,15,15,65,65,65,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","21399690",15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","21400273",12.5,10,15,65,65,65,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","21451130",38.3333333333333,10,65,37.5,30,40,12.5,10,15,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","21451506",17.5,15,20,40,40,40,NA,NA,NA,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","21464825",12.5,10,15,40,40,40,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","21467983",65,65,65,35,35,35,NA,NA,NA,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","21469067",65,65,65,55,40,65,40,15,65,40,20,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","21499811",15,15,15,48.3333333333333,40,65,25,15,40,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","21508452",25,15,35,35,35,35,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","21521912",27.5,15,40,40,40,40,NA,NA,NA,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","21559816",12.5,10,15,30,30,30,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","21573512",NA,NA,NA,20,20,20,17.5,15,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","21575791",15,15,15,40,40,40,30,30,30,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","21584884",15,15,15,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","21610540",16.6666666666667,15,20,27.5,20,35,27.5,15,40,27.5,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","21620314",10,10,10,40,40,40,15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","21691463",15,15,15,15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","21693354",15,15,15,30,30,30,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","21693424",66.6666666666667,65,70,56.25,30,65,47.5,30,65,38.3333333333333,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","21697016",15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","21697063",15,15,15,30,30,30,20,20,20,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","21697589",40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","21709045",20,20,20,40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","21744070",20,20,20,30,30,30,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","21757096",65,65,65,25,15,40,18.3333333333333,15,20,20,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","21785236",20,20,20,NA,NA,NA,35,35,35,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","21792037",31.6666666666667,15,40,48.3333333333333,40,65,56.6666666666667,40,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","21808751",15,15,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","21808821",17.5,15,20,35,35,35,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","21809439",27.5,20,35,15,15,15,NA,NA,NA,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","21812687",15,15,15,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","21816448",17.5,15,20,25,20,30,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","21869006",40,15,65,44,15,65,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","21893072",15,15,15,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","21906091",46.6666666666667,35,65,36.6666666666667,35,40,38.3333333333333,15,65,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","21910729",NA,NA,NA,20,20,20,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","21910873",15,15,15,30,30,30,35,35,35,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","21910907",17.5,15,20,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","21912116",25,15,35,30,30,30,NA,NA,NA,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","21954148",20,20,20,35,35,35,35,35,35,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","21969109",16.6666666666667,15,20,25,20,35,45,45,45,48.3333333333333,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","21977327",20,20,20,NA,NA,NA,15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","21977805",25,15,40,56.25,35,65,25,15,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","22015124",75,65,85,65,65,65,13.3333333333333,10,15,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","22032152",17.5,15,20,20,20,20,NA,NA,NA,22.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","22103917",17.5,15,20,30,30,30,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","22108850",15,15,15,35,35,35,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","22139441",37.5,35,40,40,40,40,40,40,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","22187123",25,10,35,38.3333333333333,35,40,30,20,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","22210262",15,15,15,20,20,20,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","22222115",15,15,15,NA,NA,NA,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","22227595",46.6666666666667,35,65,38.75,35,40,27.5,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","22230457",15,15,15,40,40,40,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","22294421",18.3333333333333,15,20,28.3333333333333,20,35,45,35,65,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","22295551",18.3333333333333,10,30,37.5,35,40,22,15,30,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","22304817",15,15,15,31.6666666666667,20,40,30,20,35,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","22313863",65,65,65,51.6666666666667,35,60,78.3333333333333,65,85,78.3333333333333,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","22317957",65,65,65,65,65,65,33.3333333333333,30,35,63.3333333333333,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","22333001",40,40,40,65,65,65,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","22351069",45,35,65,38.3333333333333,35,40,31.6666666666667,30,35,61.6666666666667,35,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","22353868",26.6666666666667,15,35,48.3333333333333,40,65,61.6666666666667,60,65,51.6666666666667,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","22357171",16.6666666666667,15,20,33.3333333333333,30,35,43.3333333333333,30,65,63.3333333333333,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","22362412",15,15,15,36.6666666666667,35,40,28.3333333333333,15,35,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","22365884",10,10,10,15,15,15,15,15,15,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","22372597",35,35,35,15,10,20,53.3333333333333,30,65,30,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","22374314",65,65,65,40,15,65,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","22377867",15,15,15,15,15,15,21.25,15,35,32.5,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","22378889",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","22383297",NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","22385229",11.25,10,15,22.5,15,30,25,15,40,50,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","22393271",15,15,15,25,15,35,30,30,30,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","22410576",45,35,60,35,30,40,61.6666666666667,60,65,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","22414731",21,15,30,43.75,35,60,47.5,35,60,37.3333333333333,15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","22414805",NA,NA,NA,38.3333333333333,35,40,33.75,15,65,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","22415762",16.6666666666667,15,20,26.6666666666667,20,30,17.5,15,20,22.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","22420818",15,15,15,21,15,40,27.5,10,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","22421041",26.6666666666667,20,40,30,20,35,28,15,40,50,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","22421549",55,40,65,56.6666666666667,40,65,43.3333333333333,30,65,53.3333333333333,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","22436611",40,20,65,35,30,40,65,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","22440120",15,15,15,35,35,35,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","22442480",17.6666666666667,15,20,40.6666666666667,40,42,25,15,35,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","22445534",20,10,35,43.3333333333333,30,65,36.6666666666667,30,40,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","22446557",15,15,15,22.5,15,30,15,15,15,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","22446587",13.3333333333333,10,15,NA,NA,NA,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","22446902",50,40,65,56.6666666666667,40,65,63.3333333333333,60,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","22466720",15,15,15,28.3333333333333,20,35,57.6666666666667,40,68,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","22467946",31,15,40,52.5,40,65,31.6666666666667,20,40,22.5,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","22468227",15,15,15,NA,NA,NA,16.6666666666667,15,20,55,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","22474518",36.6666666666667,30,40,10,10,10,35,35,35,50,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","22478356",10,10,10,28.3333333333333,15,35,13.3333333333333,10,15,46.6666666666667,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","22502121",15,15,15,40,40,40,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","22502647",NA,NA,NA,30,30,30,40,40,40,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","22503243",NA,NA,NA,30,20,40,27.5,15,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","22505364",10,10,10,20,20,20,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","22506208",15,15,15,25,15,30,16.6666666666667,15,20,54,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","22506504",18.3333333333333,15,20,28.3333333333333,20,35,16.6666666666667,15,20,43.3333333333333,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","22518128",NA,NA,NA,37.5,35,40,30,30,30,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","22527893",11.6666666666667,10,15,23.3333333333333,20,30,30,30,30,53.3333333333333,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","22532457",15,15,15,NA,NA,NA,NA,NA,NA,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","22532796",15,15,15,20,20,20,38.3333333333333,15,65,45,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","22548648",NA,NA,NA,30,30,30,25,10,40,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","22563805",15,15,15,33.3333333333333,20,40,55,35,65,31.6666666666667,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","22564910",13.75,10,15,38.3333333333333,35,40,20,10,30,40,20,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","22567435",17.5,15,20,27.5,20,40,38,10,65,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","22590461",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","22599446",15,15,15,16.6666666666667,10,20,23.3333333333333,20,30,45,35,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","22645705",40,35,45,55,40,65,33.3333333333333,30,35,56.6666666666667,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","22645794",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","22646716",15,10,20,31.6666666666667,20,40,20,15,30,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","22648878",17,15,20,25,20,30,26.6666666666667,15,35,25,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","22650279",15,15,15,16.6666666666667,15,20,20,20,20,44,32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","22655403",NA,NA,NA,22.5,15,30,40,40,40,32.5,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","22703396",12.5,10,15,28.3333333333333,15,40,31.25,15,40,17.5,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","22712132",16.6666666666667,15,20,22.5,15,30,18.3333333333333,10,30,35.6666666666667,32,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2272778",15,10,20,46.6666666666667,35,65,43.3333333333333,30,65,36.6666666666667,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","22732410",15,15,15,40,40,40,NA,NA,NA,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","22733884",36.6666666666667,15,65,16.6666666666667,15,20,31.6666666666667,30,35,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","22736024",30,20,40,35,35,35,45,15,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","22738294",15,10,20,56.6666666666667,40,65,63.3333333333333,40,85,38.3333333333333,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","22739665",13.3333333333333,10,15,23.3333333333333,15,40,28.3333333333333,20,35,35,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","22744065",51.6666666666667,30,65,38.3333333333333,35,40,21.6666666666667,10,40,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","22744721",12.5,10,15,50,40,60,65,65,65,62.5,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","22845935",15,15,15,31.25,20,40,22,15,35,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","22858815",18.3333333333333,15,20,48.3333333333333,40,65,40,40,40,71.6666666666667,65,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","22954309",23.3333333333333,15,35,40,20,65,50,35,65,47.5,35,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","23070779",15,10,20,NA,NA,NA,27.5,10,40,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","23142186",38.3333333333333,35,40,17.6666666666667,15,20,36.6666666666667,35,40,56.6666666666667,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","23242735",17.5,15,20,40,40,40,32.5,30,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","24117503",45.6666666666667,32,65,33.3333333333333,30,35,28.3333333333333,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","24529522",35,35,35,27.5,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","24552101",27.5,15,40,NA,NA,NA,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2484445",15,15,15,31.6666666666667,30,35,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","24923028",12.5,10,15,42.3333333333333,30,62,48.3333333333333,40,65,51.6666666666667,30,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","24999258",NA,NA,NA,40,40,40,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","25036381",15,15,15,30,30,30,15,15,15,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","25097620",17.5,15,20,21.5,20,23,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","25265831",15,15,15,36.6666666666667,35,40,25,10,40,28.3333333333333,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","25340411",10,10,10,15,15,15,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","25340770",15,15,15,15,15,15,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","25351368",15,15,15,15,15,15,NA,NA,NA,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","25413263",22.5,15,30,45.6666666666667,35,60,40,40,40,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","25485764",15,15,15,38.3333333333333,35,40,16.6666666666667,10,20,53.3333333333333,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","25487137",25,15,40,30,15,40,27.5,20,35,17.5,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","25489365",16.6666666666667,15,20,30,15,40,35,30,40,52.5,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","25490780",65,65,65,38.3333333333333,15,65,15,15,15,41.6666666666667,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","25492271",20,20,20,20,20,20,NA,NA,NA,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","25619493",35,35,35,35,35,35,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","25638302",15,15,15,28.3333333333333,15,35,35,35,35,40,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","25683891",15,15,15,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
