"","start_p10","hh_id","tratamiento_control","tratamiento_control.x","city","pledge","edad_hh","mujer_hh","escolaridad_hh","edad","edad_sq","afro","mujeres_1","educacionninguno","educacionprimaria_o_menos","educacionsecundaria_completa","educacionsecundaria_incompleta","educaciontecnica_teconologica","educacionuniversidad","educacionprimaria_o_menos_ninguno","hh_size","nino_0_a_5","nino_0_a_6","nino_13_a_17","nino_7_a_12","nino_18_a_24","nino_25_a_40","nino_41_a_65","nino_66","nino","nino_0_a_14","joven_15_a_24","adulto_25_59","adulto_mayor_60","adulto","adulto_mayor_65","adulto_mayor","hijos","padres","otros","moda_cmh_p9","construccion","poblacion_edad_trabajar_1","poblacion_edad_trabajar_juvenil_1","desempleo_1","desempleo_juvenil_1","participacion_laboral_1","participacion_laboral_juvenil_1","empleado_con_contrato_formal_1","empleado_con_seguridad_social_1","empleado_insatisfecho_laboralmente_1","empleado_con_sub_empleado_1_1","empleado_con_ingreso_menor_salario_minimo_1","empleado_canales_busqueda_formales_1","asalariados_1","n","empleados_1","desempleo_dummy","construccion_dummy","piso_tierra","piso_mejor","cocina_prov","bano_bald","bano_todas","satisfaccion_hh","n_rooms","n_bedrooms","n_baths","n_living","sspp","percepcion_agua","cocina_mejor","modd_ig_p4","modd_ig_p48","modd_ig_p49","modd_ig_p56","pobreza_modera_y_extrema_sisben","fuente_informal","ing","ing_insuf","gast","ingr_alimento","gast_sal","deuda","valor_deuda","fuente_ingreso","porct_ingreso_fuente","financiacion_deuda","precio_venta","ingreso_futuro","total_ahorro","meses_ahorro","cuenta_ahorro","tratamiento_control.y","start_p10.y","visita_medico","diarrea","vomito","fiebre","irritaciones","i_health_perc","i_health_perc_sum","edad_0_a_6","edad_7_a_12","edad_13_a_17","edad_15_a_18","edad_18_a_24","edad_25_a_40","edad_41_a_65","edad_66","visita_medico_edad_0_a_6","visita_medico_edad_7_a_12","visita_medico_edad_13_a_17","visita_medico_edad_15_a_18","visita_medico_edad_18_a_24","visita_medico_edad_25_a_40","visita_medico_edad_41_a_65","visita_medico_edad_66","diarrea_edad_0_a_6","diarrea_edad_7_a_12","diarrea_edad_13_a_17","diarrea_edad_15_a_18","diarrea_edad_18_a_24","diarrea_edad_25_a_40","diarrea_edad_41_a_65","diarrea_edad_66","vomito_edad_0_a_6","vomito_edad_7_a_12","vomito_edad_13_a_17","vomito_edad_15_a_18","vomito_edad_18_a_24","vomito_edad_25_a_40","vomito_edad_41_a_65","vomito_edad_66","fiebre_edad_0_a_6","fiebre_edad_7_a_12","fiebre_edad_13_a_17","fiebre_edad_15_a_18","fiebre_edad_18_a_24","fiebre_edad_25_a_40","fiebre_edad_41_a_65","fiebre_edad_66","irritaciones_edad_0_a_6","irritaciones_edad_7_a_12","irritaciones_edad_13_a_17","irritaciones_edad_15_a_18","irritaciones_edad_18_a_24","irritaciones_edad_25_a_40","irritaciones_edad_41_a_65","irritaciones_edad_66","i_health_perc_edad_0_a_6","i_health_perc_edad_7_a_12","i_health_perc_edad_13_a_17","i_health_perc_edad_15_a_18","i_health_perc_edad_18_a_24","i_health_perc_edad_25_a_40","i_health_perc_edad_41_a_65","i_health_perc_edad_66","i_health_perc_sum_edad_0_a_6","i_health_perc_sum_edad_7_a_12","i_health_perc_sum_edad_13_a_17","i_health_perc_sum_edad_15_a_18","i_health_perc_sum_edad_18_a_24","i_health_perc_sum_edad_25_a_40","i_health_perc_sum_edad_41_a_65","i_health_perc_sum_edad_66","i_healh","i_healh_edad_0_a_6","i_healh_edad_7_a_12","i_healh_edad_13_a_17","i_healh_edad_15_a_18","i_healh_edad_18_a_24","i_healh_edad_25_a_40","i_healh_edad_41_a_65","i_healh_edad_66","moda_cmh_p12","seguridad_barrio","instituciones_gobierno","instituciones_empresas_serv_pub","instituciones_policia","instituciones_jac","instituciones_asociaciones_locales","instituciones_iglesias","imagen_privados","privadas_bienestar","satisfecho_barrio","relacion_vecinos","satisfaccion","animo","nervioso","moral_baja","calmado","feliz","vitalidad","satisfecho","cosas_bien","no_controlar_cosas","seguridad","dificultades","energia","agotado","cansado","reducir_trabajo","baja_productividad","trabajo_sin_cuidado","i_vitalidad","i_rol_emocional","i_salud_mental","i_animo","i_satisfaccion","i_extra","i_mental","moda_cmh_p7","modg_ef_p2","modg_ef_p3","modg_ef_p4","modg_ef_p5","modg_ef_p6","modg_ef_p7","modg_ef_p25","modg_ef_p26","modg_ef_p27","modg_ef_p28","modg_ef_p29","modg_ef_p30","modg_ef_p8","modg_ef_p9","modg_ef_p10","modg_ef_p11","modg_ef_p12","modg_ef_p13","modg_ef_p14","modg_ef_p15","modg_ef_p16","modg_ef_p17","escucha","aceptacion","satisfaccion_comportamiento","mejorar_tristeza","saber_problemas","apoyo","i_ambiente_familiar","economic_empowerment_index","family_functionality","family_violence_index_C","family_responsiveness_index_C","family_functionality_index_c","family_functionality_index","oficios_frecuente","oficios_mejoramiento_frecuente","trabajo_frecuente","n_oficios","n_trabajo","oficio_first","oficio_second","oficio_third","horas_oficios","horas_trabajo","oficio_first_dummy","oficio_second_dummy","oficio_third_dummy","n_per_room","venta","area","arriendo","aux_nino"
"11","1001235015","uuid:9398c7e4-b7ff-43d5-b1c8-a747226d1867","0","0",1,1,24,0,"secundaria_completa",24,576,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,24,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,FALSE,FALSE,0,1,1,0,1,2,1,1,1,1,,3,0,2,1,,1,1,0,2,0,2,1,1,1,1,2,70,0,15000000,4,1,,1,"0",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,3,3,2,4,4,4,4,4,5,4,3,3,3,3,5,3,3,1,1,1,0.75,0,0.75,0.75,0.75,0.5,0.558823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,0,,0,FALSE,TRUE,FALSE,1,6820000,28,4e+05,FALSE
"12","1001359510","uuid:33ebe7a3-52e8-4eeb-8040-cf9d84051bdf","1","1",1,2,44,1,"secundaria_incompleta",19.5,551.833333333333,0,0.833333333333333,0.166666666666667,0,0.166666666666667,0.666666666666667,0,0,0.166666666666667,6,1,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,0.166666666666667,0,0.5,0.333333333333333,0.5,0.166666666666667,0,0.5,0,0,0.333333333333333,0.166666666666667,0.5,117,0,4,3,0.333333333333333,0.5,0.75,0.666666666666667,0.5,1,0,0,1,0,0.5,6,2,TRUE,FALSE,0,1,0,0,1,,6,3,1,1,,3,0,1,5,1,,0.833333333333333,,1,0,1,5,0,0,,2,80,,50000000,5,5,1,,"1",,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,0.166666666666667,0,0,0.166666666666667,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,2,4,2,4,4,4,3,2,5,5,4,4,3,1,4,2,3,2,4,1,2,2,0.5625,0.166666666666667,0.6875,0.75,0.75,0.375,0.5,1.83333333333333,0,0,0,4,0,3,1,0,0,1,1,0,0,1,2,1,0,0,1,2,2,2,1,1,1,5,1,4,0.291666666666667,0.125,18,0.166666666666667,0.291666666666667,0.4375,2,0.5,0.5,0.5,0.25,0.5,0.5,0,0,0,0,TRUE,FALSE,FALSE,1,11082500,48,650000,FALSE
"13","1001851457","uuid:135c4bc5-fa15-455b-aff2-49acad56732b","1","1",3,3,35,1,"secundaria_incompleta",21.5,922.166666666667,1,0.666666666666667,0.166666666666667,0.666666666666667,0,0.166666666666667,0,0,0.833333333333333,6,1,0.166666666666667,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0.666666666666667,0.666666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,129,,2,0,,,0,,,,,,,,,6,0,,,0,1,0,0,1,4,5,2,1,1,,3,0,2,1,,,1,,1,0,3,2,1,0,,3,60,,40000000,4,1,,,"1",,0.5,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,1,0,0.166666666666667,0,,0,0.166666666666667,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,1,3,2,3,4,3,3,3,3,3,5,4,3,2,3,5,5,3,3,2,2,2,0.75,0.25,0.5,0.5,0.75,0.5625,0.544117647058823,1.66666666666667,3,3,2,2,3,3,1,0,1,0,0,1,3,4,4,2,4,4,4,4,,4,4,4,3,3,4,4,0.666666666666667,0.125,,0.875,0.666666666666667,,1,1,1,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0,48,,TRUE,TRUE,FALSE,1.2,6536000,50,4e+05,FALSE
"14","1002022185","uuid:4f39b104-9e10-4eae-8470-5d56eae428f1","0","0",3,1,83,1,"primaria_o_menos",50.6,3330.2,0,0.4,0.2,0.4,0,0.4,0,0,0.6,5,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0.2,0.4,0.4,1,0.4,0.4,0,0.4,0.6,253,0.5,5,2,0,0,0.4,0.5,0,1,0,0,1,0,1,5,2,FALSE,TRUE,0,1,0,0,1,,1,1,1,1,,3,0,1,1,,,1,,3,0,3,2,1,0,,1,40,,70000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,,,,0,0,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3,3,4,1,3,1,0,0,0,0,0,0,3,4,4,4,4,4,3,3,2,3,4,4,5,2,4,2,0.625,0,49,0.958333333333333,0.625,0.6875,4,0.4,0.6,0.4,0,0.4,0.4,0,0,,30,TRUE,FALSE,FALSE,5,4902000,67,3e+05,TRUE
"15","1002026183","uuid:4d822c2f-9718-4697-9514-180c572ed5ac","0","0",3,1,35,1,"secundaria_completa",26.8333333333333,1262.83333333333,0,0.5,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0,0,0.5,6,1,0.166666666666667,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0.5,0.5,0,161,0,4,2,0,0,0.5,0.5,0,1,0,0,0,0.5,0,6,2,FALSE,FALSE,0,1,0,0,1,3,1,1,1,1,,3,0,2,1,,,0.833333333333333,,3,0,3,1,1,0,,2,50,,10000000,4,1,,,"0",,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,3,3,2,3,2,3,2.5,3.5,3.5,3,3,3,3,2.5,3.5,2.5,3.5,3.5,2,2,2,0.53125,0.25,0.53125,0.25,0.5,0.5,0.455882352941176,1.5,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,0.75,0.25,50,1,0.75,0.5,4,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0,0,TRUE,TRUE,TRUE,6,6536000,30,4e+05,TRUE
"16","1002034065","uuid:0bf8abfb-65fe-4d12-ae2d-8832737f3caf","0","0",3,1,32,1,"tecnica_teconologica",23.5,766.5,0,0.5,0,0.25,0.25,0.25,0.25,0,0.25,4,0,0,0,0.5,0,0.25,0.25,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,94,0,2,0,0,,0.5,,0,1,0,0,0,0,0,4,1,FALSE,FALSE,0,1,0,0,0,4,2,1,1,1,,3,0,1,1,,,1,,2,0,1,2,0,0,,1,50,,20000000,5,1,,,"0",,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.25,0,,0,,0,,0,0,,,0,,0,,0,0,,,0,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,2,2,5,4,5,5,5,1,5,5,4,4,2,4,5,5,5,3,2,2,2,0.875,0.25,0.75,1,0.75,0.6875,0.691176470588235,1.5,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,54,1,0.75,0.75,4,0.5,0.5,0.5,0,0.5,0,0.5,0,,0,FALSE,TRUE,FALSE,2,5719000,48,350000,FALSE
"17","1002130477","uuid:b6de1024-5a8a-44ef-a542-60ccdc5cbf7b","1","1",3,3,27,0,"secundaria_completa",26.75,828.25,0,0.75,0,0,0.75,0.25,0,0,0,4,0,0,0,0.25,0,0.5,0.25,0,0.25,0.25,0,0.75,0,0.75,0,0,0,0.5,0.5,107,0,3,2,0,0,0.666666666666667,1,0.5,1,0.5,0,1,1,1,4,2,FALSE,FALSE,0,1,1,0,1,,3,1,1,1,,3,0,1,1,,,0.75,,3,0,2,4,1,0,,2,30,,12000000,5,1,,,"1",,0,0,0.25,0.25,0,0.25,0.5,0,0.25,0,0,0,0.5,0.25,0,,0,,0,,0,0,,,0,,0,,0,0,,,0,0,0,0,0,0.25,0,,0,,0,,0,0.25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,1,,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,1,2,4,3,4,2,3,3,4,5,3,4,2,3,3,3,4,3,2,1,1,1,0.5,0,0.6875,0.25,0.75,0.4375,0.441176470588235,1.75,3,3,3,3,3,3,1,1,1,1,1,1,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,50,0.833333333333333,0.75,0.75,4,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,48,TRUE,FALSE,FALSE,1.33333333333333,3268000,20,2e+05,FALSE
"18","1002155243","uuid:8609e4b0-79a4-42af-9746-5ead80bce63f","1","1",3,2,36,1,"primaria_o_menos",25,746,1,1,0,0.5,0,0.5,0,0,0.5,2,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,50,0,1,0,0,,1,,0,1,0,0,1,0,1,2,1,FALSE,FALSE,0,1,1,0,1,4,5,2,1,1,,3,0,4,1,,,1,,5,1,7,3,1,0,,2,50,,35000000,2,1,,,"1",,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,,,0,0,,0,,,,,0,0,,0,,,,0,0,0,0,0,0,0,,,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,3,2,3,4,2,5,5,5,5,3,4,1,5,4,5,5,5,4,2,2,2,0.8125,0.25,1,0.25,0.75,0.6875,0.691176470588235,2,3,3,3,3,3,3,1,1,1,1,1,1,4,4,2,3,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.25,51,0.875,0.75,0.75,4,0.5,0.5,0.5,0,0.5,0.5,0,0,,0,TRUE,FALSE,FALSE,0.4,6536000,33,4e+05,FALSE
"19","1002163129","uuid:a622dee7-338c-4b6a-ad3a-96d7c12a585f","0","0",3,1,31,0,"ninguno",31,961,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,31,0,1,0,0,,1,,0,1,0,0,0,0,0,1,1,FALSE,FALSE,0,1,0,0,0,4,2,1,1,1,,3,0,3,1,,,0,,3,0,2,2,1,0,,3,50,,20000000,3,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,,0,,,,,,0,,0,,,,0,0,0,0,0,0,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,2,2,5,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,1,1,1,0.5,0,0.5,0.75,0.75,0.5,0.441176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,,FALSE,FALSE,FALSE,0.5,3268000,30,2e+05,FALSE
"20","1002793265","uuid:36d0be1c-a47a-4243-bf32-f20c6dc41c6c","1","1",2,3,35,1,"tecnica_teconologica",39,1905,0,0.571428571428571,0.142857142857143,0.428571428571429,0,0.142857142857143,0.285714285714286,0,0.571428571428571,7,0,0,0.142857142857143,0.142857142857143,0,0.285714285714286,0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0.571428571428571,0.142857142857143,0.714285714285714,0.142857142857143,0,0.285714285714286,0.571428571428571,0.142857142857143,273,0,6,1,0,,0.5,0,0.333333333333333,1,0,0,0.666666666666667,0,0.666666666666667,7,3,FALSE,FALSE,0,1,0,1,1,2,6,3,1,1,,1,0,1,1,,1,0.714285714285714,0,2,0,6,1,0,1,1,2,20,0,120000000,5,1,,1,"1",,0.428571428571429,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.285714285714286,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0.285714285714286,0.285714285714286,0.142857142857143,,0,0,0,,0.142857142857143,0.142857142857143,0.142857142857143,,0,0,0,,0,0,0,,0,0,0,0,0.142857142857143,0,0,,0,0,0,,0.142857142857143,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.285714285714286,0,0,1,,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,4,4,3,3.4,4.8,4.6,5,5,5,5,4,4.4,1.8,4.6,4.4,5,4.2,4.2,2,2,2,0.9,0.25,0.975,0.95,0.75,0.7,0.75,1.57142857142857,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,0.25,64,1,1,1,4,0.666666666666667,0.666666666666667,0.5,0,0.5,0.166666666666667,0.5,0,,24,TRUE,TRUE,FALSE,1.16666666666667,6566000,88,350000,TRUE
"21","100306195","uuid:5373abe8-1613-49c3-827b-834b3ee7a99c","0","0",1,1,44,0,"secundaria_completa",32.25,1204.25,0,0.75,0,0,0.5,0,0,0.5,0,4,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,129,0,4,2,0,0,0.75,0.5,0.333333333333333,1,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,4,3,FALSE,FALSE,0,1,1,0,1,,5,2,1,1,,4,0,2,3,0,1,0,1,4,0,1,4,0,1,1,2,90,1,50000000,4,3,0,1,"0",,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.5,0,,,,0,0,,0,,,,,0,0,,0,,,0,0,0,0,0,0,0,,,,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4,1,5,2.66666666666667,3.33333333333333,4,4,3.33333333333333,4,4,4,4,3.66666666666667,3.66666666666667,4.33333333333333,4,3.33333333333333,3.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,0.666666666666667,0.166666666666667,0.708333333333333,0.583333333333333,0.75,0.729166666666667,0.602941176470588,1.75,3,3,3,3,3,3,0,0,1,1,1,1,4,4,4,4,2,4,3,3,3,3,4,4,4,4,4,4,0.75,0.166666666666667,52,0.916666666666667,0.75,0.75,4,0.25,0.25,0.75,0,0.5,0.25,0,0,,66,TRUE,FALSE,FALSE,0.8,11935000,33,7e+05,FALSE
"22","1005706694","uuid:e373c005-edb5-467a-a08d-ecdb259bedc6","0","0",2,1,24,1,"secundaria_completa",14.75,338.75,1,0.5,0.25,0.25,0.25,0.25,0,0,0.5,4,1,0.25,0,0.25,0.25,0.25,0,0,0.5,0.5,0.25,0.25,0,0.5,0,0,0.5,0.5,0,59,0,2,2,0,0,1,1,0.5,1,0.5,0,0.5,0.5,0.5,4,2,FALSE,FALSE,0,0,1,0,1,4,6,4,1,1,,3,0,2,1,,1,0.75,1,5,1,1,3,0,1,1,2,20,1,30000000,4,1,,1,"0",,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,1,5,4,5,4,4,2,2,5,4,3,3,4,4,5,5,5,2,2,2,1,0.25,0.5,1,0.75,0.625,0.647058823529412,1.5,3,3,3,3,2,2,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,4,4,4,4,3,3,0.666666666666667,0.25,44,1,0.666666666666667,0.25,3,1,1,1,0,1,0,1,0,,48,FALSE,TRUE,FALSE,0.666666666666667,7504000,80,4e+05,FALSE
"23","1005873832","uuid:061a4f1d-e8a4-4b13-8e26-07040af427fb","1","1",2,3,24,0,"tecnica_teconologica",49,3026,1,0.5,0.5,0,0,0,0.5,0,0.5,2,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,1,0.5,0.5,0,1,0,98,0,2,1,0,0,0.5,1,0,1,0,0,0,0,0,2,1,FALSE,FALSE,1,0,1,,,,1,1,1,1,,2,0,4,1,,1,1,1,5,1,4,3,1,1,2,2,90,1,20,2,1,,1,"1",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,,,,0,0,,,0,,,,0,0,,,0,,0,0,0,0,0,0,0,,,,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,2,3,2,1,1,1,3,1,3,2,2,1,3,2,3,3,2,1,1,1,0.4375,0,0.125,0,0.25,0.25,0.205882352941176,1.5,3,3,3,3,3,3,1,1,1,0,1,0,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,0.75,0.166666666666667,55,1,0.75,0.8125,4,1,1,0.5,0.5,0,0.5,0,0.5,30,,TRUE,FALSE,TRUE,2,3752000,60,2e+05,TRUE
"24","1005934818","uuid:1354dcff-f0a8-4704-9fbc-d107bcb1c746","0","0",2,1,23,1,"secundaria_incompleta",13.5,272.5,0,0.25,0.5,0,0,0.5,0,0,0.5,4,2,0.5,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,54,1,2,2,0,0,0.5,0.5,1,1,1,1,0,0,0,4,1,FALSE,TRUE,0,0,1,0,1,4,2,1,1,1,,3,0,2,1,,,1,,5,1,1,1,0,0,,1,100,,10000000,4,1,,,"0",,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,,,0,0,,,,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2,3,4,5,5,5,5,5,5,5,5,5,4.5,5,5,5,5,2,2,2,1,0.25,1,1,1,0.96875,0.860294117647059,1.25,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,0.25,64,1,1,1,4,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,15,TRUE,FALSE,FALSE,2,5252800,55,280000,FALSE
"25","1006233749","uuid:4d066b75-0f41-4bd9-ad84-83d545de1b89","1","1",2,3,29,1,"secundaria_completa",19.5,470.5,0,1,0,0.5,0.5,0,0,0,0.5,2,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,39,0,1,0,0,,1,,1,1,0,0,0,1,1,2,1,FALSE,FALSE,0,1,1,0,1,5,3,2,1,1,,2,0,2,1,,1,1,0,3,0,1,2,0,1,1,2,100,0,20000000,4,1,,1,"1",,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,,0,,0,,0,,,,0,,0,,0,,,,0,0,0,0,0,0,0,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,3,3,1,3,5,5,3,3,3,4,5,4,3,3,3,3,5,5,5,2,1,1,1,0.0833333333333333,0.5625,1,0.75,0.5,0.602941176470588,2,3,3,3,4,4,4,1,1,1,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,5,5,5,0.875,0.25,59,0.916666666666667,0.875,1,4,1,1,1,0,1,0,1,0,,0,FALSE,TRUE,FALSE,0.666666666666667,3752000,40,2e+05,FALSE
"26","10068285","uuid:82fcf04f-8228-4e85-a5c9-d78c430365a0","0","0",2,1,75,0,"primaria_o_menos",47,2993,0,0.5,0,0.5,0.5,0,0,0,0.5,2,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,94,0,2,1,0,0,0.5,1,1,1,1,1,1,0,0,2,1,FALSE,FALSE,0,1,1,0,1,4,1,1,1,1,,3,0,2,1,,,1,,5,1,2,2,1,0,,1,50,,15000000,4,1,,,"0",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,,,,0,0,,,0,,,,0,0,,,0,,0,0,0,0,0,0,0,,,,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,4,2,3,4,4,5,5,4.5,5,4.5,4,4.5,5,4,4.5,4,4,4,2,2,2,0.78125,0.25,0.96875,0.75,0.75,0.875,0.75,1.5,3,4,4,4,4,4,0,0,0,1,1,0,4,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,0.958333333333333,0.0833333333333333,62,1,0.958333333333333,0.9375,4,0.5,0.5,0.5,0,0.5,0.5,0,0,,60,TRUE,FALSE,FALSE,2,5628000,60,3e+05,TRUE
