"","field_1","start_p10","lon","lat","altitude","dpto_ccdgo","mpio_ccdgo","zu_ccdgo","zu_cdivi","setu_ccdgo","setu_ccnct","secu_ccdgo","secu_ccnct","manz_ccdgo","manz_ccnct","cod_ctstr","manz_narea","manz_lati","manz_long","shape_Leng","shape_Area","MANZ_VIV","FT_ACT_VIV","Municipio"
"1",15,1002026183,-74.8182907104492,10.9270572662354,74,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","1","8.00110000000029e+20","800101090235",7008.10693359375,10.9266748428345,-74.8187255859375,0.00345012545585632,5.79480001761112e-07,38,"VIV_CNPV2018","Baranquilla"
"2",18,1002155243,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"3",28,1007175950,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"4",80,1043435114,-74.8227767944336,10.95046043396,63,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"5",82,1043873936,-74.8162307739258,10.9295244216919,71,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","5","8.00110000000029e+20","800101090246",3376.69409179688,10.9290704727173,-74.8163375854492,0.00254567782394588,2.79210013331976e-07,43,"RECUENTO 2021","Baranquilla"
"6",84,1044618006,-74.8036193847656,10.9379234313965,58,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","3","8.0011000000003e+20","800101070395",8697.3046875,10.9377689361572,-74.8038940429688,0.00416487501934171,7.19189984010882e-07,71,"RECUENTO 2021","Baranquilla"
"7",85,1045674075,-74.804801940918,10.9384660720825,61,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","11","8.0011000000003e+20","0",5422.890625,10.9387483596802,-74.8049240112305,0.00310444994829595,4.48430000687949e-07,48,"VIV_CNPV2018","Baranquilla"
"8",87,1045677797,-74.8242492675781,10.9571866989136,40,"8","1","0","8001000","2603","80011000000002608","7","8001100000000260096","11","8.00110000000026e+20","0",5228.298828125,10.9569883346558,-74.8244247436523,0.00286901323124766,4.32359996693776e-07,1,"VIV_CNPV2018","Baranquilla"
"9",90,1045683391,-74.815185546875,10.9568767547607,55,"8","1","0","8001000","2701","80011000000002704","2","8001100000000270336","6","8.00110000000027e+20","800101080209",5813.51171875,10.95716381073,-74.815185546875,0.00297449366189539,4.80749974940409e-07,68,"VIV_CNPV2018","Baranquilla"
"10",94,1045724437,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"11",96,1045741495,-74.8227767944336,10.95046043396,45,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"12",97,1045743889,-74.8194427490234,10.9542255401611,45,"8","1","0","8001000","3705","80011000000003712","14","8001100000000370688","4","8.00110000000037e+20","800101080180",15009.6025390625,10.9538173675537,-74.8206253051758,0.00575488433241844,1.24122004763194e-06,83,"RECUENTO 2022","Baranquilla"
"13",98,1045746691,-74.8220748901367,10.9457025527954,71,"8","1","0","8001000","3705","80011000000003712","2","8001100000000370688","1","8.00110000000037e+20","800101080062",8834.15234375,10.946008682251,-74.8224182128906,0.00348478695377707,7.30520014258218e-07,37,"VIV_CNPV2018","Baranquilla"
"14",102,1046702906,-74.8191299438477,10.9264612197876,68,"8","1","0","8001000","2902","80011000000002896","3","8001100000000289792","19","8.00110000000029e+20","800101090214",9096.3203125,10.9268674850464,-74.8193588256836,0.00372111215256155,7.52150015159714e-07,48,"VIV_CNPV2018","Baranquilla"
"15",106,1047222969,-74.817497253418,10.9310312271118,62,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","7","8.00110000000029e+20","800101090223",6568.775390625,10.9309959411621,-74.8176651000977,0.00376625335775316,5.43160012966837e-07,50,"VIV_CNPV2018","Baranquilla"
"16",112,1048220109,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"17",113,1051360142,-74.8169937133789,10.9301910400391,64,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","9","8.00110000000029e+20","800101090244",5397.91748046875,10.9302167892456,-74.8168487548828,0.00337566807866096,4.46349986304995e-07,64,"VIV_CNPV2018","Baranquilla"
"18",120,1063282279,-74.8181304931641,10.9270944595337,74,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","2","8.00110000000029e+20","800101090236",9357.1865234375,10.9263515472412,-74.8181686401367,0.00381205463781953,7.73719989410893e-07,56,"VIV_CNPV2018","Baranquilla"
"19",126,1101200056,-74.8162612915039,10.9297218322754,71,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","4","8.00110000000029e+20","800101090245",2764.083984375,10.9296855926514,-74.8165512084961,0.00203451607376337,2.28559997594857e-07,29,"VIV_CNPV2018","Baranquilla"
"20",156,1129497775,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"21",157,1129498810,-74.8161697387695,10.9582147598267,53,"8","1","0","8001000","2701","80011000000002704","1","8001100000000270336","12","8.00110000000027e+20","800101080889",4389.72265625,10.9580383300781,-74.8165588378906,0.00268196221441031,3.63010002502051e-07,39,"VIV_CNPV2018","Baranquilla"
"22",160,1129514883,-74.8041610717773,10.9396171569824,59,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","8","8.0011000000003e+20","0",5828.92529296875,10.940128326416,-74.8051071166992,0.00383865972980857,4.82000018564577e-07,56,"VIV_CNPV2018","Baranquilla"
"23",166,1129583301,-74.8166732788086,10.9311189651489,62,"8","1","0","8001000","2902","80011000000002896","7","8001100000000289792","13","8.00110000000029e+20","800101090264",6580.4013671875,10.9315299987793,-74.8165130615234,0.00373296230100095,5.44129989066278e-07,53,"VIV_CNPV2018","Baranquilla"
"24",184,1143122394,-74.8026733398438,10.9390850067139,56,"8","1","0","8001000","3203","80011000000003200","5","8001100000000320512","16","8.00110000000032e+20","800101070371",6343.31494140625,10.9393739700317,-74.8031158447266,0.0031407515052706,5.24539984780859e-07,49,"RECUENTO 2022","Baranquilla"
"25",185,1143125383,-74.8185424804688,10.9285774230957,63,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","1","8.00110000000029e+20","800101090209",5819.24267578125,10.9286203384399,-74.8189163208008,0.0031454605050385,4.81179995404091e-07,43,"RECUENTO 2021","Baranquilla"
"26",189,1143243433,-74.8162307739258,10.9506149291992,56,"8","1","0","8001000","2701","80011000000002704","7","8001100000000270336","3","8.00110000000027e+20","0",2642.8935546875,10.9508972167969,-74.8163757324219,0.00184958300087601,2.18549999431161e-07,10,"VIV_CNPV2018","Baranquilla"
"27",190,1143246211,-74.8196258544922,10.9514484405518,24,"8","1","0","8001000","3705","80011000000003712","14","8001100000000370688","14","8.00110000000037e+20","800101080140",7000.125,10.9511623382568,-74.8199234008789,0.00326491566374898,5.78870015033317e-07,50,"RECUENTO 2021","Baranquilla"
"28",192,1143259102,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"29",254,12534970,-74.8092269897461,10.9477672576904,63,"8","1","0","8001000","3201","80011000000003200","4","8001100000000320512","13","8.00110000000032e+20","0",5898.646484375,10.9477777481079,-74.8086547851562,0.00291856890544295,4.877800279246e-07,51,"VIV_CNPV2018","Baranquilla"
"30",256,12593159,-74.8169097900391,10.9320840835571,61,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","8","8.00110000000029e+20","800101090243",10448.5986328125,10.9313974380493,-74.8170776367188,0.00463330699130893,8.63980005760823e-07,108,"VIV_CNPV2018","Baranquilla"
"31",257,12621053,-74.8181304931641,10.9270944595337,74,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","2","8.00110000000029e+20","800101090236",9357.1865234375,10.9263515472412,-74.8181686401367,0.00381205463781953,7.73719989410893e-07,56,"VIV_CNPV2018","Baranquilla"
"32",312,19596310,-74.8037872314453,10.9386157989502,58,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","15","8.0011000000003e+20","0",4327.208984375,10.9382133483887,-74.8034057617188,0.00333175691775978,3.57819999408093e-07,35,"VIV_CNPV2018","Baranquilla"
"33",374,22333001,-74.8184051513672,10.9528846740723,46,"8","1","0","8001000","3705","80011000000003712","13","8001100000000370688","4","8.00110000000037e+20","800101080172",5792.353515625,10.9531030654907,-74.8178482055664,0.00287486286833882,4.7899999344736e-07,51,"VIV_CNPV2018","Baranquilla"
"34",375,22351069,-74.8181304931641,10.9270944595337,74,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","2","8.00110000000029e+20","800101090236",9357.1865234375,10.9263515472412,-74.8181686401367,0.00381205463781953,7.73719989410893e-07,56,"VIV_CNPV2018","Baranquilla"
"35",376,22353868,-74.8051528930664,10.9409856796265,67,"8","1","0","8001000","3203","80011000000003200","5","8001100000000320512","4","8.00110000000032e+20","800101070369",14488.0615234375,10.9415616989136,-74.8062210083008,0.00870886538177729,1.19804997211759e-06,126,"RECUENTO 2023","Baranquilla"
"36",380,22372597,-74.8160629272461,10.9285650253296,74,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","5","8.00110000000029e+20","800101090246",3376.69409179688,10.9290704727173,-74.8163375854492,0.00254567782394588,2.79210013331976e-07,43,"RECUENTO 2021","Baranquilla"
"37",381,22374314,-74.822624206543,10.949613571167,38,"8","1","0","8001000","3705","80011000000003712","2","8001100000000370688","15","8.00110000000037e+20","800101080122",4590.84521484375,10.9498987197876,-74.822998046875,0.00257981428876519,3.79629994995412e-07,40,"VIV_CNPV2018","Baranquilla"
"38",385,22385229,-74.8165130615234,10.947603225708,58,"8","1","0","8001000","2701","80011000000002704","7","8001100000000270336","20","8.00110000000027e+20","0",1896.23181152344,10.9478931427002,-74.8163909912109,0.00172620627563447,1.56810003204555e-07,2,"VIV_CNPV2018","Baranquilla"
"39",388,22414731,-74.8183212280273,10.9300060272217,63,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","17","8.00110000000029e+20","800101090224",2302.82397460938,10.9303255081177,-74.8181610107422,0.00217406847514212,1.90419996215496e-07,32,"VIV_CNPV2018","Baranquilla"
"40",390,22415762,-74.8163452148438,10.9301748275757,68,"8","1","0","8001000","2902","80011000000002896","7","8001100000000289792","6","8.00110000000029e+20","800101090266",4899.5947265625,10.9305400848389,-74.8160552978516,0.00271081132814288,4.05140013981509e-07,28,"VIV_CNPV2018","Baranquilla"
"41",391,22420818,-74.8140869140625,10.9538078308105,52,"8","1","0","8001000","2701","80011000000002704","5","8001100000000270336","7","8.00110000000027e+20","800101080157",14718.5126953125,10.9537372589111,-74.8147735595703,0.00547511037439108,1.21715004297585e-06,99,"RECUENTO 2021","Baranquilla"
"42",393,22421549,-74.804313659668,10.9382047653198,59,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","3","8.0011000000003e+20","800101070395",8697.3046875,10.9377689361572,-74.8038940429688,0.00416487501934171,7.19189984010882e-07,71,"RECUENTO 2021","Baranquilla"
"43",394,22436611,-74.805549621582,10.9386930465698,66,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","12","8.0011000000003e+20","800101070394",4916.9873046875,10.9383058547974,-74.8051071166992,0.00310369534417987,4.0659000433152e-07,41,"VIV_CNPV2018","Baranquilla"
"44",396,22442480,-74.8189315795898,10.9268369674683,67,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","1","8.00110000000029e+20","800101090235",7008.10693359375,10.9266748428345,-74.8187255859375,0.00345012545585632,5.79480001761112e-07,38,"VIV_CNPV2018","Baranquilla"
"45",400,22446902,-74.8029098510742,10.9388246536255,56,"8","1","0","8001000","3203","80011000000003200","5","8001100000000320512","16","8.00110000000032e+20","800101070371",6343.31494140625,10.9393739700317,-74.8031158447266,0.0031407515052706,5.24539984780859e-07,49,"RECUENTO 2022","Baranquilla"
"46",401,22466720,-74.8122253417969,10.935094833374,71,"8","1","0","8001000","3001","80011000000003008","13","8001100000000300032","2","8.0011000000003e+20","800101090380",32293.763671875,10.9341735839844,-74.8123550415039,0.0109463389962912,2.67036989498592e-06,188,"RECUENTO 2023","Baranquilla"
"47",403,22468227,-74.8026733398438,10.9390773773193,56,"8","1","0","8001000","3501","80011000000003504","3","8001100000000350208","9","8.00110000000035e+20","800101070372",7287.4599609375,10.9389572143555,-74.8023071289062,0.00440079206600785,6.02609986799507e-07,69,"VIV_CNPV2018","Baranquilla"
"48",404,22474518,-74.8181304931641,10.9270944595337,74,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","2","8.00110000000029e+20","800101090236",9357.1865234375,10.9263515472412,-74.8181686401367,0.00381205463781953,7.73719989410893e-07,56,"VIV_CNPV2018","Baranquilla"
"49",406,22502121,-74.8206558227539,10.9568710327148,49,"8","1","0","8001000","2603","80011000000002608","5","8001100000000260096","11","8.00110000000026e+20","0",2973.43676757812,10.9566421508789,-74.8205947875977,0.00205324054695666,2.45889992811499e-07,0,"OTROS USOS","Baranquilla"
"50",408,22503243,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"51",410,22506208,-74.8051528930664,10.9394330978394,64,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","9","8.0011000000003e+20","800101070374",3695.0234375,10.9393472671509,-74.8047637939453,0.00322178169153631,3.0555000307686e-07,30,"VIV_CNPV2018","Baranquilla"
"52",428,22703396,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"53",429,22712132,-74.8183212280273,10.9362907409668,54,"8","1","0","8001000","3706","80011000000003712","11","8001100000000370688","9","8.00110000000037e+20","800101070575",2756.50366210938,10.9365510940552,-74.8181533813477,0.00195460580289364,2.27940006425342e-07,34,"VIV_CNPV2018","Baranquilla"
"54",434,22738294,-74.8059921264648,10.9401721954346,69,"8","1","0","8001000","3001","80011000000003008","10","8001100000000300032","9","8.0011000000003e+20","800101070376",11777.568359375,10.941011428833,-74.8064804077148,0.00541624007746577,9.73910005086509e-07,93,"RECUENTO 2020","Baranquilla"
"55",435,22739665,-74.8163375854492,10.9294624328613,71,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","5","8.00110000000029e+20","800101090246",3376.69409179688,10.9290704727173,-74.8163375854492,0.00254567782394588,2.79210013331976e-07,43,"RECUENTO 2021","Baranquilla"
"56",439,22858815,-74.8194198608398,10.9283647537231,61,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","1","8.00110000000029e+20","800101090209",5819.24267578125,10.9286203384399,-74.8189163208008,0.0031454605050385,4.81179995404091e-07,43,"RECUENTO 2021","Baranquilla"
"57",443,23242735,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"58",469,26718435,-74.8203582763672,10.9525337219238,40,"8","1","0","8001000","3705","80011000000003712","14","8001100000000370688","7","8.00110000000037e+20","800101080903",4379.12109375,10.952543258667,-74.8206329345703,0.00281151500530541,3.62130009534667e-07,34,"VIV_CNPV2018","Baranquilla"
"59",470,26757628,-74.8192596435547,10.9261274337769,67,"8","1","0","8001000","2902","80011000000002896","3","8001100000000289792","21","8.00110000000029e+20","800101090216",7320.13232421875,10.9262771606445,-74.8200378417969,0.00390394008718431,6.05279979026818e-07,48,"VIV_CNPV2018","Baranquilla"
"60",471,26757731,-74.8178787231445,10.9280452728271,68,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","17","8.00110000000029e+20","800101090234",6327.05517578125,10.9275875091553,-74.8178253173828,0.00375416805036366,5.23170001542894e-07,42,"VIV_CNPV2018","Baranquilla"
"61",613,32609231,-74.8120269775391,10.9421615600586,57,"8","1","0","8001000","2804","80011000000002800","3","8001100000000280576","3","8.00110000000028e+20","800101070301",10819.2099609375,10.9420595169067,-74.8125152587891,0.00460427720099688,8.94659990535729e-07,68,"VIV_CNPV2018","Baranquilla"
"62",615,32613935,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"63",633,32657122,-74.8172912597656,10.9308624267578,62,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","8","8.00110000000029e+20","800101090243",10448.5986328125,10.9313974380493,-74.8170776367188,0.00463330699130893,8.63980005760823e-07,108,"VIV_CNPV2018","Baranquilla"
"64",634,32661084,-74.8030319213867,10.9377021789551,55,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","3","8.0011000000003e+20","800101070395",8697.3046875,10.9377689361572,-74.8038940429688,0.00416487501934171,7.19189984010882e-07,71,"RECUENTO 2021","Baranquilla"
"65",637,32673448,-74.8235015869141,10.9550743103027,40,"8","1","0","8001000","3705","80011000000003712","7","8001100000000370688","7","8.00110000000037e+20","800101080187",2932.99194335938,10.9553146362305,-74.8233337402344,0.00200762134045362,2.42540011186065e-07,43,"VIV_CNPV2018","Baranquilla"
"66",644,32684085,-74.8157196044922,10.9282970428467,87,"8","1","0","8001000","2902","80011000000002896","6","8001100000000289792","5","8.00110000000029e+20","800101090270",5169.67724609375,10.9280891418457,-74.8154907226562,0.00341943418607116,4.27470013164566e-07,9,"VIV_CNPV2018","Baranquilla"
"67",645,32684827,-74.8183441162109,10.9294605255127,66,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","14","8.00110000000029e+20","800101090226",2507.7353515625,10.9296188354492,-74.8181228637695,0.00197006273083389,2.07360002946189e-07,26,"VIV_CNPV2018","Baranquilla"
"68",648,32689210,-74.8161697387695,10.9294853210449,71,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","5","8.00110000000029e+20","800101090246",3376.69409179688,10.9290704727173,-74.8163375854492,0.00254567782394588,2.79210013331976e-07,43,"RECUENTO 2021","Baranquilla"
"69",654,32697995,-74.8053436279297,10.9399566650391,64,"8","1","0","8001000","3001","80011000000003008","11","8001100000000300032","4","8.0011000000003e+20","800101070380",2110.24975585938,10.9398393630981,-74.8057022094727,0.00203204690478742,1.74500002003697e-07,29,"VIV_CNPV2018","Baranquilla"
"70",657,32707038,-74.8089370727539,10.9518508911133,76,"8","1","0","8001000","3201","80011000000003200","3","8001100000000320512","8","8.00110000000032e+20","800101070214",8417.89453125,10.951210975647,-74.8087310791016,0.00599314924329519,6.96120025622804e-07,62,"RECUENTO 2022","Baranquilla"
"71",658,32708738,-74.8172607421875,10.9570140838623,53,"8","1","0","8001000","2603","80011000000002608","4","8001100000000260096","4","8.00110000000026e+20","800101080223",3434.41723632812,10.9574422836304,-74.8172607421875,0.0021875835955143,2.8401001372913e-07,32,"RECUENTO 2023","Baranquilla"
"72",662,32712481,-74.815185546875,10.9568767547607,55,"8","1","0","8001000","2701","80011000000002704","2","8001100000000270336","6","8.00110000000027e+20","800101080209",5813.51171875,10.95716381073,-74.815185546875,0.00297449366189539,4.80749974940409e-07,68,"VIV_CNPV2018","Baranquilla"
"73",663,32716378,-74.8184051513672,10.9528846740723,46,"8","1","0","8001000","3705","80011000000003712","13","8001100000000370688","4","8.00110000000037e+20","800101080172",5792.353515625,10.9531030654907,-74.8178482055664,0.00287486286833882,4.7899999344736e-07,51,"VIV_CNPV2018","Baranquilla"
"74",665,32719297,-74.806022644043,10.9398050308228,67,"8","1","0","8001000","3001","80011000000003008","11","8001100000000300032","4","8.0011000000003e+20","800101070380",2110.24975585938,10.9398393630981,-74.8057022094727,0.00203204690478742,1.74500002003697e-07,29,"VIV_CNPV2018","Baranquilla"
"75",670,32733938,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"76",671,32734044,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"77",677,32744428,-74.8228073120117,10.9503622055054,39,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"78",679,32749067,-74.8038864135742,10.9395170211792,59,"8","1","0","8001000","3203","80011000000003200","5","8001100000000320512","3","8.00110000000032e+20","800101070370",12291.4677734375,10.94029712677,-74.8044128417969,0.00524455634877086,1.01641001037933e-06,84,"RECUENTO 2023","Baranquilla"
"79",680,32750464,-74.8034744262695,10.9385251998901,58,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","7","8.0011000000003e+20","0",6200.70849609375,10.9388437271118,-74.8034896850586,0.00304776756092906,5.12749977588101e-07,67,"VIV_CNPV2018","Baranquilla"
"80",681,32752555,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"81",682,32754634,-74.8189468383789,10.9267768859863,67,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","1","8.00110000000029e+20","800101090235",7008.10693359375,10.9266748428345,-74.8187255859375,0.00345012545585632,5.79480001761112e-07,38,"VIV_CNPV2018","Baranquilla"
"82",687,32771620,-74.8170776367188,10.9305953979492,64,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","8","8.00110000000029e+20","800101090243",10448.5986328125,10.9313974380493,-74.8170776367188,0.00463330699130893,8.63980005760823e-07,108,"VIV_CNPV2018","Baranquilla"
"83",688,32772911,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"84",689,32776426,-74.8055953979492,10.9392375946045,64,"8","1","0","8001000","3001","80011000000003008","11","8001100000000300032","3","8.0011000000003e+20","800101070381",3756.41064453125,10.9391584396362,-74.8059310913086,0.00246009603142738,3.10620009713602e-07,38,"RECUENTO 2023","Baranquilla"
"85",700,32792195,-74.8157196044922,10.9296092987061,74,"8","1","0","8001000","2902","80011000000002896","7","8001100000000289792","7","8.00110000000029e+20","0",9007.2333984375,10.9299221038818,-74.8155822753906,0.0036574425175786,7.44799990570755e-07,18,"VIV_CNPV2018","Baranquilla"
"86",708,32811740,-74.8033752441406,10.9391689300537,59,"8","1","0","8001000","3203","80011000000003200","5","8001100000000320512","16","8.00110000000032e+20","800101070371",6343.31494140625,10.9393739700317,-74.8031158447266,0.0031407515052706,5.24539984780859e-07,49,"RECUENTO 2022","Baranquilla"
"87",716,32843461,-74.8160400390625,10.928297996521,81,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","13","8.00110000000029e+20","800101090247",10548.8740234375,10.9277687072754,-74.8163375854492,0.00450804363936186,8.72269993124064e-07,62,"VIV_CNPV2018","Baranquilla"
"88",723,32876516,-74.818473815918,10.9289808273315,63,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","11","8.00110000000029e+20","800101090205",7275.06494140625,10.9300670623779,-74.8186264038086,0.0043191472068429,6.0156997960803e-07,71,"RECUENTO 2023","Baranquilla"
"89",726,32884723,-74.8136444091797,10.9516229629517,57,"8","1","0","8001000","2701","80011000000002704","7","8001100000000270336","13","8.00110000000027e+20","0",9932.37890625,10.9515571594238,-74.8143539428711,0.00371624832041562,8.21349999569065e-07,67,"RECUENTO 2021","Baranquilla"
"90",741,34977363,-74.8227767944336,10.95046043396,32,"8","1","0","8001000","3705","80011000000003712","6","8001100000000370688","17","8.00110000000037e+20","800101080137",5585.5908203125,10.9506225585938,-74.8231887817383,0.00282023241743445,4.61899986703429e-07,48,"VIV_CNPV2018","Baranquilla"
"91",746,36489408,-74.8181304931641,10.9270944595337,74,"8","1","0","8001000","2902","80011000000002896","5","8001100000000289792","2","8.00110000000029e+20","800101090236",9357.1865234375,10.9263515472412,-74.8181686401367,0.00381205463781953,7.73719989410893e-07,56,"VIV_CNPV2018","Baranquilla"
"92",747,36594665,-74.8167343139648,10.9284286499023,72,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","6","8.00110000000029e+20","800101090231",4356.32666015625,10.9288167953491,-74.816764831543,0.00276780547574162,3.60220013817525e-07,29,"VIV_CNPV2018","Baranquilla"
"93",751,3774099,-74.8162460327148,10.9294853210449,71,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","5","8.00110000000029e+20","800101090246",3376.69409179688,10.9290704727173,-74.8163375854492,0.00254567782394588,2.79210013331976e-07,43,"RECUENTO 2021","Baranquilla"
"94",780,41631902,-74.8170776367188,10.9305877685547,64,"8","1","0","8001000","2902","80011000000002896","4","8001100000000289792","8","8.00110000000029e+20","800101090243",10448.5986328125,10.9313974380493,-74.8170776367188,0.00463330699130893,8.63980005760823e-07,108,"VIV_CNPV2018","Baranquilla"
"95",930,45465247,-74.8185424804688,10.9285049438477,63,"8","1","0","8001000","2902","80011000000002896","11","8001100000000289792","1","8.00110000000029e+20","800101090209",5819.24267578125,10.9286203384399,-74.8189163208008,0.0031454605050385,4.81179995404091e-07,43,"RECUENTO 2021","Baranquilla"
"96",948,55221885,-74.803352355957,10.9385023117065,58,"8","1","0","8001000","3001","80011000000003008","12","8001100000000300032","7","8.0011000000003e+20","0",6200.70849609375,10.9388437271118,-74.8034896850586,0.00304776756092906,5.12749977588101e-07,67,"VIV_CNPV2018","Baranquilla"
