"start_p10","hh_id","tratamiento_control","city","pledge","edad_hh","mujer_hh","escolaridad_hh","edad","edad_sq","afro","mujeres_1","educacionninguno","educacionprimaria_o_menos","educacionsecundaria_completa","educacionsecundaria_incompleta","educaciontecnica_teconologica","educacionuniversidad","educacionprimaria_o_menos_ninguno","hh_size","nino_0_a_5","nino_0_a_6","nino_13_a_17","nino_7_a_12","nino_18_a_24","nino_25_a_40","nino_41_a_65","nino_66","nino","nino_0_a_14","joven_15_a_24","adulto_25_59","adulto_mayor_60","adulto","adulto_mayor_65","adulto_mayor","hijos","padres","otros","moda_cmh_p9","poblacion_edad_trabajar_1","poblacion_edad_trabajar_juvenil_1","desempleo_1","desempleo_juvenil_1","participacion_laboral_1","participacion_laboral_juvenil_1","empleado_con_contrato_formal_1","empleado_con_seguridad_social_1","empleado_insatisfecho_laboralmente_1","empleado_con_sub_empleado_1_1","empleado_con_ingreso_menor_salario_minimo_1","empleado_canales_busqueda_formales_1","asalariados_1","n","empleados_1","desempleo_dummy","piso_tierra","piso_mejor","cocina_prov","bano_bald","bano_todas","satisfaccion_hh","n_rooms","n_bedrooms","n_baths","n_living","sspp","percepcion_agua","cocina_mejor","modd_ig_p4","modd_ig_p48","modd_ig_p49","modd_ig_p56","pobreza_modera_y_extrema_sisben","fuente_informal","ing","ing_insuf","gast","ingr_alimento","gast_sal","deuda","valor_deuda","fuente_ingreso","porct_ingreso_fuente","financiacion_deuda","precio_venta","ingreso_futuro","total_ahorro","meses_ahorro","cuenta_ahorro","visita_medico","diarrea","vomito","fiebre","irritaciones","i_health_perc","i_health_perc_sum","edad_0_a_6","edad_7_a_12","edad_13_a_17","edad_15_a_18","edad_18_a_24","edad_25_a_40","edad_41_a_65","edad_66","visita_medico_edad_0_a_6","visita_medico_edad_7_a_12","visita_medico_edad_13_a_17","visita_medico_edad_15_a_18","visita_medico_edad_18_a_24","visita_medico_edad_25_a_40","visita_medico_edad_41_a_65","visita_medico_edad_66","diarrea_edad_0_a_6","diarrea_edad_7_a_12","diarrea_edad_13_a_17","diarrea_edad_15_a_18","diarrea_edad_18_a_24","diarrea_edad_25_a_40","diarrea_edad_41_a_65","diarrea_edad_66","vomito_edad_0_a_6","vomito_edad_7_a_12","vomito_edad_13_a_17","vomito_edad_15_a_18","vomito_edad_18_a_24","vomito_edad_25_a_40","vomito_edad_41_a_65","vomito_edad_66","fiebre_edad_0_a_6","fiebre_edad_7_a_12","fiebre_edad_13_a_17","fiebre_edad_15_a_18","fiebre_edad_18_a_24","fiebre_edad_25_a_40","fiebre_edad_41_a_65","fiebre_edad_66","irritaciones_edad_0_a_6","irritaciones_edad_7_a_12","irritaciones_edad_13_a_17","irritaciones_edad_15_a_18","irritaciones_edad_18_a_24","irritaciones_edad_25_a_40","irritaciones_edad_41_a_65","irritaciones_edad_66","i_health_perc_edad_0_a_6","i_health_perc_edad_7_a_12","i_health_perc_edad_13_a_17","i_health_perc_edad_15_a_18","i_health_perc_edad_18_a_24","i_health_perc_edad_25_a_40","i_health_perc_edad_41_a_65","i_health_perc_edad_66","i_health_perc_sum_edad_0_a_6","i_health_perc_sum_edad_7_a_12","i_health_perc_sum_edad_13_a_17","i_health_perc_sum_edad_15_a_18","i_health_perc_sum_edad_18_a_24","i_health_perc_sum_edad_25_a_40","i_health_perc_sum_edad_41_a_65","i_health_perc_sum_edad_66","i_healh","i_healh_edad_0_a_6","i_healh_edad_7_a_12","i_healh_edad_13_a_17","i_healh_edad_15_a_18","i_healh_edad_18_a_24","i_healh_edad_25_a_40","i_healh_edad_41_a_65","i_healh_edad_66","moda_cmh_p12","seguridad_barrio","instituciones_gobierno","instituciones_empresas_serv_pub","instituciones_policia","instituciones_jac","instituciones_asociaciones_locales","instituciones_iglesias","imagen_privados","privadas_bienestar","satisfecho_barrio","relacion_vecinos","satisfaccion","animo","nervioso","moral_baja","calmado","feliz","vitalidad","satisfecho","cosas_bien","no_controlar_cosas","seguridad","dificultades","energia","agotado","cansado","reducir_trabajo","baja_productividad","trabajo_sin_cuidado","i_vitalidad","i_rol_emocional","i_salud_mental","i_animo","i_satisfaccion","i_extra","i_mental","moda_cmh_p7","modg_ef_p2","modg_ef_p3","modg_ef_p4","modg_ef_p5","modg_ef_p6","modg_ef_p7","modg_ef_p25","modg_ef_p26","modg_ef_p27","modg_ef_p28","modg_ef_p29","modg_ef_p30","modg_ef_p8","modg_ef_p9","modg_ef_p10","modg_ef_p11","modg_ef_p12","modg_ef_p13","modg_ef_p14","modg_ef_p15","modg_ef_p16","modg_ef_p17","escucha","aceptacion","satisfaccion_comportamiento","mejorar_tristeza","saber_problemas","apoyo","i_ambiente_familiar","economic_empowerment_index","family_functionality","family_violence_index_C","family_responsiveness_index_C","family_functionality_index_c","family_functionality_index","oficios_frecuente","oficios_mejoramiento_frecuente","trabajo_frecuente","n_oficios","n_trabajo","oficio_first","oficio_second","oficio_third","horas_oficios","horas_trabajo","oficio_first_dummy","oficio_second_dummy","oficio_third_dummy","Interv_budget_subtotal_est","slope_50","FSI_endline","FSI_theta_endline","FSI_theta_se_endline","quejas","weights","time"
"43085567","uuid:65ef1798-9cd2-47fe-8bac-a3e638cabf39",0,"Medellín",1,62,1,"primaria_o_menos",28,1030,0,0.142857142857143,0,0.142857142857143,0,0.857142857142857,0,0,0.142857142857143,7,0,0,0.428571428571429,0,0.142857142857143,0.285714285714286,0.142857142857143,0,0.428571428571429,0.142857142857143,0.428571428571429,0.285714285714286,0.142857142857143,0.571428571428571,0,0,0.428571428571429,0.142857142857143,0.428571428571429,196,6,3,0,0,0.5,0.333333333333333,0.333333333333333,1,0,0,0.666666666666667,0.333333333333333,0.666666666666667,7,3,FALSE,0,1,0,1,1,4,3,2,1,1,NA,3,0,2,1,NA,NA,0.857142857142857,NA,4,0,"1","4",1,0,NA,"2",70,NA,5e+07,4,1,NA,NA,0,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,0,0.428571428571429,0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143,0,NA,0,0,0,0,0,0,0,NA,0,0.142857142857143,0.142857142857143,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,1,NA,0,1,1,0,0,0,0,1,"1",0,0,0,0,0,0,"3","2","1",5,4,1,2,1,2,3,3,5,2,3,2,2,1,1,1,1,1,1,0.125,0,0.25,0,1,0.3125,0.220588235294118,1.14285714285714,3,1,3,1,1,1,1,1,1,1,1,1,2,2,4,2,1,4,1,3,0,1,4,2,4,2,2,2,0.416666666666667,0.25,30,0.625,0.416666666666667,0.3125,2,0.285714285714286,0.285714285714286,0.428571428571429,0.142857142857143,0.428571428571429,0.142857142857143,0.142857142857143,0,56,48,TRUE,TRUE,FALSE,0,0.02,0.448084847013933,-0.780580641681573,NA,0,0.797752808988765,0
"43100739","uuid:b6fe5a93-538e-4ad0-9299-a1735d0d7079",1,"Medellín",3,48,1,"secundaria_incompleta",30.3333333333333,1083.66666666667,0,0.5,0,0.166666666666667,0,0.833333333333333,0,0,0.166666666666667,6,0,0,0,0.166666666666667,0,0.5,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0.833333333333333,0,0.833333333333333,0,0,0.5,0.166666666666667,0.333333333333333,182,5,2,0.4,0.5,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,6,3,TRUE,0,1,1,0,1,4,5,3,1,1,NA,3,0,2,1,NA,NA,0,NA,3,0,"3","2",1,0,NA,"1",30,NA,4e+07,4,1,NA,NA,0.166666666666667,0.5,0.333333333333333,0.5,0,0.666666666666667,1.33333333333333,0,0.166666666666667,0,0,0,0.5,0.333333333333333,0,NA,0,0,0,0,0,0.166666666666667,0,NA,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,NA,0,0,0,0,0.166666666666667,0.166666666666667,0,NA,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,NA,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0,0,0.5,0.5,0,1,NA,1,0,0,0,1,1,0,1,"2",0,0,0,0,0,0,"1","2","2",3,4,2,3,3,4,3,3,3,3,2,4,3,3,3,3,1,1,2,0.5,0.0833333333333333,0.5625,0.25,0.5,0.5,0.426470588235294,1.5,3,2,2,2,3,3,1,1,1,0,0,1,2,2,2,2,2,4,2,2,4,4,4,3,3,3,4,4,0.625,0.166666666666667,41,0.583333333333333,0.625,0.75,3,0.8,0.8,0.6,0.2,0.2,0.8,0,0,304,0,TRUE,FALSE,FALSE,5.951916,0.34,0.387884693457906,-1.05783659609488,NA,0,1,0
"43101586","uuid:b54fb7a9-cc14-4648-8024-0972cb319a1d",1,"Medellín",2,46,1,"secundaria_completa",21,655.5,1,0.75,0,0.25,0.25,0.5,0,0,0.25,4,0,0,0.5,0.25,0,0,0.25,0,0.75,0.5,0.25,0.25,0,0.25,0,0,0.75,0.25,0,84,2,1,0,NA,0.5,0,1,1,0,0,0,1,1,4,1,FALSE,0,1,0,NA,NA,4,4,2,0,0,NA,3,0,1,2,0,NA,0.25,NA,1,0,"2","4",1,0,NA,"1",60,NA,1.5e+07,5,2,0,NA,0.25,0.25,0.25,0.5,0,0.5,1,0,0.25,0.5,0.25,0,0,0.25,0,NA,0,0,0,0,0,0.25,0,NA,0.25,0,0,0,0,0,0,NA,0.25,0,0,0,0,0,0,NA,0.25,0,0,0,0,0.25,0,NA,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.75,0,0,0,0,0.25,0,1,NA,1,0,0,0,0,1,0,1,"1",1,1,0,0,1,1,"3","3","2",3,4,3,4,4,4,4,4,4,5,4,4,5,4,4,4,2,2,2,0.75,0.25,0.75,0.5,0.75,0.875,0.676470588235294,1.75,3,3,3,3,3,3,1,1,1,1,1,1,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,0.75,0.25,52,0.75,0.75,1,4,0,0,0.333333333333333,0,0.333333333333333,0,0,0,NA,30,FALSE,FALSE,FALSE,6.255272,0.82,0.248446702846037,-1.700027867793,NA,0,1,0
"43117917","uuid:628086e8-59d5-4b8d-bbfc-7d934da366ab",0,"Medellín",1,43,1,"primaria_o_menos",23.6666666666667,753,0,0.666666666666667,0,1,0,0,0,0,1,3,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,71,2,1,0,NA,0.5,0,0,1,0,0,0,0,1,3,1,FALSE,0,1,1,0,1,2,2,1,1,1,NA,3,0,1,1,NA,1,0,1,1,0,"2","1",1,1,"8","1",100,1,1e+07,5,1,NA,1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,"2","3","1",5,2,4,3,5,5,5,5,4,4,3,4,3,5,3,3,2,2,2,0.75,0.25,0.875,0.75,0.75,0.625,0.661764705882353,1.66666666666667,3,2,2,3,3,3,1,1,1,1,1,1,2,2,1,2,2,2,3,3,3,3,4,3,3,4,4,4,0.666666666666667,0.25,39,0.458333333333333,0.666666666666667,0.75,3,1,1,0.5,0,0.5,0,0.5,0.5,NA,48,FALSE,TRUE,TRUE,4.71924100485298,0.46,0.448084847013933,-0.780580641681573,NA,0,1.43595505617978,0
"43141643","uuid:3f5f20c2-71d8-4a79-926a-6ffa1d93270e",1,"Medellín",3,60,1,"primaria_o_menos",60,3600,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,60,1,0,0,NA,1,NA,0,1,0,0,1,0,0,1,1,FALSE,0,1,1,0,1,4,4,1,1,1,NA,2,0,2,1,NA,NA,1,NA,2,0,"1","2",1,0,NA,"3",100,NA,2e+07,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"3",0,1,0,0,1,0,"1","1","2",3,4,2,1,2,3,2,3,4,4,2,2,3,5,3,2,1,1,1,0.5625,0,0.25,0.25,0.75,0.4375,0.352941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,0,NA,0,TRUE,FALSE,FALSE,6.611554,0.12,0.739852574499684,0.563175727241585,NA,0,1,0
"43150064","uuid:c2e099db-49bf-4b8c-9555-d2dda442d099",1,"Medellín",3,48,1,"primaria_o_menos",26,801.2,0,0.4,0,0.2,0,0.8,0,0,0.2,5,0,0,0.2,0,0.6,0,0.2,0,0.2,0,0.8,0.2,0,0.8,0,0,0.6,0.2,0.2,130,5,4,0,0,0.2,0.25,0,1,0,0,1,0,1,5,1,FALSE,0,0,1,1,1,4,5,3,1,1,NA,3,0,2,1,NA,NA,0.8,NA,4,0,"3","4",1,0,NA,"2",100,NA,7e+07,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0,0.2,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"2",0,0,0,0,0,0,"1","5","2",3,4,2,3,4,3,4,2,5,4,3,3,3,3,3,3,1,1,1,0.4375,0,0.625,0.25,1,0.5625,0.455882352941176,1.4,4,4,2,4,4,4,1,1,1,1,1,1,0,2,2,2,2,4,4,4,3,3,5,5,3,5,5,5,0.916666666666667,0.25,48,0.5,0.916666666666667,0.875,3,0.2,0.2,0.2,0.2,0.2,0.2,0,0,8,1515,TRUE,FALSE,FALSE,3.135919,0.34,0.303574318599537,-1.44613383567825,NA,0,1,0
"43152836","uuid:6d793324-2110-4f43-a7e2-451a2ffb605f",1,"Medellín",2,51,1,"tecnica_teconologica",37.5,1588.5,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,1,0,0,0.5,0.5,0,75,2,1,0,0,1,1,0,1,0,0,0,0,0,2,2,FALSE,0,1,0,0,1,NA,6,2,2,2,NA,3,0,2,1,NA,1,1,0,2,0,"4","2",0,1,"8","1",70,0,4e+07,4,1,NA,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1,NA,0,0,0,1,0,0,0,1,"3",1,0,0,1,0,1,"3","3","3",3,3,2,3,3,3,3,5,4,3,3,4,2,4,3,3,1,1,1,0.6875,0,0.5,0.25,0.75,0.5,0.455882352941176,2,2,2,2,3,2,2,1,0,0,0,0,0,1,4,2,2,1,4,2,2,4,2,3,3,3,4,3,3,0.541666666666667,0.0416666666666667,37,0.583333333333333,0.541666666666667,0.625,3,1,1,1,1,0,1,0,0,8,NA,TRUE,FALSE,FALSE,5.853688,0.82,0.303574318599537,-1.44613383567825,NA,0,1,0
"43164479","uuid:3b121375-fdd6-4ce1-8ba6-94a6c0b2becd",0,"Medellín",1,43,1,"primaria_o_menos",43.6,2110,0,0.4,0.2,0.6,0,0.2,0,0,0.8,5,0,0,0,0,0.2,0,0.8,0,0,0,0.2,0.8,0,1,0,0,0.2,0.4,0.4,218,5,1,0,NA,0.4,0,0.5,1,0,0,0.5,0,0.5,5,2,FALSE,0,1,0,1,1,5,4,2,1,1,NA,3,0,1,1,NA,NA,0.2,NA,4,0,"3","3",1,0,NA,"2",70,NA,4.5e+08,5,1,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0,0,0,0.2,0.2,0,0.8,0,NA,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0.2,0,NA,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.8,0,1,NA,0,0,0,0,0,1,0,1,"3",0,0,1,0,0,0,"3","3","3",2,5,5,2,5,3,2,5,5,3,4,4,3,4,2,3,1,1,1,0.625,0,0.5,1,1,0.625,0.529411764705882,1.4,3,3,3,3,4,4,1,1,0,0,0,1,4,4,2,4,2,4,4,3,3,3,4,4,4,4,5,5,0.833333333333333,0.125,53,0.833333333333333,0.833333333333333,0.8125,4,0.4,0.4,0.4,0.2,0.2,0.2,0,0.2,56,0,TRUE,FALSE,TRUE,4.36658792997763,0.26,0.739852574499684,0.563175727241585,NA,0,0.638202247191012,0
"43203228","uuid:19c9da1f-2b0c-40c3-af01-ee63db4c7648",1,"Medellín",2,43,1,"secundaria_completa",23.6666666666667,679.333333333333,0,0.666666666666667,0,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0.166666666666667,6,0,0.166666666666667,0,0,0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0,0.833333333333333,0,0,0.5,0.166666666666667,0.333333333333333,142,5,4,0.5,0.666666666666667,0.8,0.75,0.5,1,0.5,0.5,0.5,0.5,0.5,6,2,TRUE,0,1,0,1,1,4,5,2,1,1,NA,4,0,2,3,0,1,0.5,0,5,1,"3","2",1,1,"8","2",50,0,2e+07,4,3,0,1,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.333333333333333,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2",0,1,0,1,0,0,"1","1","4",5,3.66666666666667,3,4.66666666666667,4.66666666666667,4.66666666666667,4,4.66666666666667,4.33333333333333,4,4.66666666666667,3.66666666666667,4.66666666666667,4.66666666666667,3.33333333333333,4.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,0.8125,0.166666666666667,0.875,0.5,0.833333333333333,0.8125,0.696078431372549,1.66666666666667,4,3,3,3,3,3,1,1,1,1,1,1,2,3,2,2,2,4,4,4,4,4,5,4,4,4,4,4,0.791666666666667,0.25,50,0.625,0.791666666666667,1,4,0.6,0.6,0.4,0,0.4,0.6,0,0,NA,48,TRUE,FALSE,FALSE,2.843209,0.52,0.895673208573461,1.28081839200994,NA,0,1,0
"43205365","uuid:a73e539f-fa90-4f72-acc3-2925c5f6b54f",0,"Medellín",1,44,1,"ninguno",22.75,725.25,0,0.5,0.5,0.25,0,0.25,0,0,0.75,4,1,0.25,0,0,0.25,0.25,0.25,0,0.25,0.25,0.25,0.5,0,0.75,0,0,0.5,0.25,0.25,91,3,2,0,0,0.333333333333333,0.5,1,1,0,0,0,0,1,4,1,FALSE,0,1,0,0,1,4,4,1,1,1,NA,3,0,2,1,NA,NA,1,NA,5,1,"4","3",0,0,NA,"2",100,NA,1.1e+07,4,1,NA,NA,0.25,0,0,0.25,0,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"2",0,0,0,0,0,0,"1","2","2",3,4,5,5,5,5,5,5,4,4,5,4,5,5,5,3,2,2,2,0.875,0.25,1,1,0.75,0.875,0.794117647058823,1.5,2,3,2,2,3,1,0,0,0,1,1,1,2,2,2,2,2,4,4,4,4,3,3,4,3,3,4,2,0.541666666666667,0.125,42,0.583333333333333,0.541666666666667,0.9375,3,1,1,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0,TRUE,FALSE,TRUE,7.47145961897375,0.3,0.740262968764987,0.56506582630265,NA,0,3.82921348314607,0
"43221546","uuid:e2583811-7ed8-426b-b1e1-9ebc34394f82",0,"Medellín",1,38,1,"primaria_o_menos",31,1033.66666666667,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,3,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0.333333333333333,0.666666666666667,0,93,3,1,0,0,0.666666666666667,1,1,0.5,1,1,0.5,0.5,0,3,2,FALSE,0,1,1,0,1,4,3,1,1,1,NA,3,0,1,1,NA,NA,0.333333333333333,NA,3,0,"2","3",1,0,NA,"2",50,NA,3e+07,5,1,NA,NA,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0,0.333333333333333,0.666666666666667,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0.333333333333333,0,0,NA,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.666666666666667,0,0,1,NA,0,0,0,0,1,0,0,1,"2",0,0,0,0,0,0,"3","3","2",3,3.5,3.5,3,3,3,3.5,4,3,3,3,3.5,3,4,3,3,1.5,1.5,1.5,0.625,0.125,0.53125,0.625,0.5,0.53125,0.485294117647059,1.66666666666667,2,3,3,3,3,3,1,1,0,1,1,0,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,0.708333333333333,0.166666666666667,53,1,0.708333333333333,0.75,4,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,36,42,TRUE,FALSE,FALSE,5.77219898163135,0.22,0.739852574499684,0.563175727241585,NA,0,1.27640449438202,0
"43251278","uuid:2f137e4c-cefd-40ab-a411-28ef7c14f6a4",1,"Medellín",3,64,1,"ninguno",34.25,1581.25,0,0.75,0.5,0.25,0,0.25,0,0,0.75,4,0,0,0,0.25,0,0.5,0.25,0,0.25,0.25,0,0.5,0.25,0.75,0,0,0.5,0.25,0.25,137,3,0,0,NA,0.333333333333333,NA,0,1,1,0,1,0,0,4,1,FALSE,0,1,0,0,1,4,6,3,1,1,NA,3,0,3,3,1,NA,0.25,NA,1,0,"1","1",1,0,NA,"1",70,NA,3e+07,3,3,1,NA,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.25,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"2",1,1,0,0,0,1,"1","2","2",3,4,3,5,5,5,5,5,5,4,5,4,5,5,5,5,2,2,2,1,0.25,1,0.5,1,0.875,0.808823529411765,1.75,3,3,3,1,1,3,1,1,1,0,0,0,2,4,2,4,4,4,4,3,3,3,4,4,4,2,2,4,0.583333333333333,0.125,47,0.833333333333333,0.583333333333333,0.8125,3,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,NA,56,FALSE,TRUE,FALSE,4.434224,0.38,0.895382363940131,1.27947888701475,NA,0,1,0
"43259030","uuid:8bd6e4fd-017c-4ac7-a6f1-081a7bb1357d",1,"Medellín",2,64,1,"primaria_o_menos",26.5555555555556,1046.55555555556,0,0.555555555555556,0.111111111111111,0.333333333333333,0.444444444444444,0.111111111111111,0,0,0.444444444444444,9,1,0.222222222222222,0,0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0,0.333333333333333,0.333333333333333,0.222222222222222,0.333333333333333,0.111111111111111,0.666666666666667,0,0,0.333333333333333,0.111111111111111,0.555555555555556,239,6,2,0,0,0.5,1,0.333333333333333,1,0,0,0,0,0.666666666666667,9,3,FALSE,0,0,0,0,1,4,2,4,1,1,NA,3,0,1,1,NA,NA,0.333333333333333,NA,4,0,"2","4",1,0,NA,"2",40,NA,1.4e+08,5,1,NA,NA,0,0,0,0,0,0,0,0.222222222222222,0.111111111111111,0,0,0.222222222222222,0.222222222222222,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2",0,1,1,1,0,1,"3","6","2",3,4,2.5,2,2.5,2,3,2.5,4,3.5,2.5,2,2.5,3,3,2,1.5,1.5,1.5,0.40625,0.125,0.34375,0.375,0.75,0.40625,0.360294117647059,1.55555555555556,3,2,2,3,3,3,0,0,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,3,3,4,4,4,0.666666666666667,0.166666666666667,46,0.583333333333333,0.666666666666667,1,3,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0,32,56,TRUE,TRUE,FALSE,2.979272,0.34,0.649590593611165,0.147467956077992,NA,0,1,0
"43262338","uuid:5e60171b-86c5-41a9-804f-c25aede1a9ed",0,"Medellín",1,71,1,"ninguno",46.6666666666667,2478,0,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0,0,0.333333333333333,3,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,1,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,140,3,0,0.333333333333333,NA,1,NA,0,1,0,0,0.5,0,0,3,2,TRUE,0,1,1,0,1,3,3,2,1,1,NA,3,0,2,1,NA,NA,1,NA,3,0,"1","3",1,0,NA,"1",80,NA,3e+07,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"2",0,0,0,1,1,0,"3","3","3",3,3,2,3,4,3,3,3,3,3,3,4,4,3,2,2,1,1,1,0.375,0,0.5625,0.25,0.5,0.625,0.411764705882353,1.33333333333333,3,3,3,3,3,3,1,1,1,1,0,1,2,2,4,2,2,4,3,3,3,1,4,4,4,4,4,4,0.75,0.208333333333333,44,0.666666666666667,0.75,0.625,3,1,1,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,10,56,TRUE,TRUE,FALSE,5.26056369509693,0.12,0.387884693457906,-1.05783659609488,NA,0,0.638202247191012,0
