"start_p10","hh_id","tratamiento_control","city","pledge","edad_hh","mujer_hh","escolaridad_hh","edad","edad_sq","afro","mujeres_1","educacionninguno","educacionprimaria_o_menos","educacionsecundaria_completa","educacionsecundaria_incompleta","educaciontecnica_teconologica","educacionuniversidad","educacionprimaria_o_menos_ninguno","hh_size","nino_0_a_5","nino_0_a_6","nino_13_a_17","nino_7_a_12","nino_18_a_24","nino_25_a_40","nino_41_a_65","nino_66","nino","nino_0_a_14","joven_15_a_24","adulto_25_59","adulto_mayor_60","adulto","adulto_mayor_65","adulto_mayor","hijos","padres","otros","moda_cmh_p9","poblacion_edad_trabajar_1","poblacion_edad_trabajar_juvenil_1","desempleo_1","desempleo_juvenil_1","participacion_laboral_1","participacion_laboral_juvenil_1","empleado_con_contrato_formal_1","empleado_con_seguridad_social_1","empleado_insatisfecho_laboralmente_1","empleado_con_sub_empleado_1_1","empleado_con_ingreso_menor_salario_minimo_1","empleado_canales_busqueda_formales_1","asalariados_1","n","empleados_1","desempleo_dummy","piso_tierra","piso_mejor","cocina_prov","bano_bald","bano_todas","satisfaccion_hh","n_rooms","n_bedrooms","n_baths","n_living","sspp","percepcion_agua","cocina_mejor","modd_ig_p4","modd_ig_p48","modd_ig_p49","modd_ig_p56","pobreza_modera_y_extrema_sisben","fuente_informal","ing","ing_insuf","gast","ingr_alimento","gast_sal","deuda","valor_deuda","fuente_ingreso","porct_ingreso_fuente","financiacion_deuda","precio_venta","ingreso_futuro","total_ahorro","meses_ahorro","cuenta_ahorro","visita_medico","diarrea","vomito","fiebre","irritaciones","i_health_perc","i_health_perc_sum","edad_0_a_6","edad_7_a_12","edad_13_a_17","edad_15_a_18","edad_18_a_24","edad_25_a_40","edad_41_a_65","edad_66","visita_medico_edad_0_a_6","visita_medico_edad_7_a_12","visita_medico_edad_13_a_17","visita_medico_edad_15_a_18","visita_medico_edad_18_a_24","visita_medico_edad_25_a_40","visita_medico_edad_41_a_65","visita_medico_edad_66","diarrea_edad_0_a_6","diarrea_edad_7_a_12","diarrea_edad_13_a_17","diarrea_edad_15_a_18","diarrea_edad_18_a_24","diarrea_edad_25_a_40","diarrea_edad_41_a_65","diarrea_edad_66","vomito_edad_0_a_6","vomito_edad_7_a_12","vomito_edad_13_a_17","vomito_edad_15_a_18","vomito_edad_18_a_24","vomito_edad_25_a_40","vomito_edad_41_a_65","vomito_edad_66","fiebre_edad_0_a_6","fiebre_edad_7_a_12","fiebre_edad_13_a_17","fiebre_edad_15_a_18","fiebre_edad_18_a_24","fiebre_edad_25_a_40","fiebre_edad_41_a_65","fiebre_edad_66","irritaciones_edad_0_a_6","irritaciones_edad_7_a_12","irritaciones_edad_13_a_17","irritaciones_edad_15_a_18","irritaciones_edad_18_a_24","irritaciones_edad_25_a_40","irritaciones_edad_41_a_65","irritaciones_edad_66","i_health_perc_edad_0_a_6","i_health_perc_edad_7_a_12","i_health_perc_edad_13_a_17","i_health_perc_edad_15_a_18","i_health_perc_edad_18_a_24","i_health_perc_edad_25_a_40","i_health_perc_edad_41_a_65","i_health_perc_edad_66","i_health_perc_sum_edad_0_a_6","i_health_perc_sum_edad_7_a_12","i_health_perc_sum_edad_13_a_17","i_health_perc_sum_edad_15_a_18","i_health_perc_sum_edad_18_a_24","i_health_perc_sum_edad_25_a_40","i_health_perc_sum_edad_41_a_65","i_health_perc_sum_edad_66","i_healh","i_healh_edad_0_a_6","i_healh_edad_7_a_12","i_healh_edad_13_a_17","i_healh_edad_15_a_18","i_healh_edad_18_a_24","i_healh_edad_25_a_40","i_healh_edad_41_a_65","i_healh_edad_66","moda_cmh_p12","seguridad_barrio","instituciones_gobierno","instituciones_empresas_serv_pub","instituciones_policia","instituciones_jac","instituciones_asociaciones_locales","instituciones_iglesias","imagen_privados","privadas_bienestar","satisfecho_barrio","relacion_vecinos","satisfaccion","animo","nervioso","moral_baja","calmado","feliz","vitalidad","satisfecho","cosas_bien","no_controlar_cosas","seguridad","dificultades","energia","agotado","cansado","reducir_trabajo","baja_productividad","trabajo_sin_cuidado","i_vitalidad","i_rol_emocional","i_salud_mental","i_animo","i_satisfaccion","i_extra","i_mental","moda_cmh_p7","modg_ef_p2","modg_ef_p3","modg_ef_p4","modg_ef_p5","modg_ef_p6","modg_ef_p7","modg_ef_p25","modg_ef_p26","modg_ef_p27","modg_ef_p28","modg_ef_p29","modg_ef_p30","modg_ef_p8","modg_ef_p9","modg_ef_p10","modg_ef_p11","modg_ef_p12","modg_ef_p13","modg_ef_p14","modg_ef_p15","modg_ef_p16","modg_ef_p17","escucha","aceptacion","satisfaccion_comportamiento","mejorar_tristeza","saber_problemas","apoyo","i_ambiente_familiar","economic_empowerment_index","family_functionality","family_violence_index_C","family_responsiveness_index_C","family_functionality_index_c","family_functionality_index","oficios_frecuente","oficios_mejoramiento_frecuente","trabajo_frecuente","n_oficios","n_trabajo","oficio_first","oficio_second","oficio_third","horas_oficios","horas_trabajo","oficio_first_dummy","oficio_second_dummy","oficio_third_dummy","Interv_budget_subtotal_est","slope_50","FSI_endline","FSI_theta_endline","FSI_theta_se_endline","quejas","weights","time"
"32803484","uuid:23910091-0735-4ba8-87f0-08b01035a531",1,"Barranquilla",2,52,1,"primaria_o_menos",31.5,1144.5,0.25,0.75,0,0.25,0.25,0.25,0.25,0,0.25,4,0,0,0,0,0.25,0.5,0.25,0,0,0,0.25,0.75,0,1,0,0,0.75,0.25,0,126,4,3,0.5,1,0.5,0.333333333333333,0,1,0,0,0,0,0,4,1,TRUE,0,1,0,1,1,3,6,3,1,1,NA,3,0,1,1,NA,1,1,1,2,0,"2","2",1,1,"8","1",40,1,3e+06,5,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"3",0,0,0,0,0,1,"3","6","3",2,3,2,3,5,3,4,4,3,3,3,4,3,4,5,3,2,2,2,0.75,0.25,0.6875,0.25,0.5,0.5625,0.558823529411765,1.75,3,2,3,2,3,3,1,1,0,1,1,1,3,3,2,2,2,2,4,4,1,1,4,3,4,3,4,4,0.666666666666667,0.208333333333333,40,0.583333333333333,0.666666666666667,0.625,3,0.75,0.75,0.25,0.5,0,0.75,0,0,96,NA,TRUE,FALSE,FALSE,1.980149,0,0.480600925170252,-0.630825603687898,NA,0,1,0
"32810131","uuid:b0f5474c-7035-45d4-973d-f43510a7f515",1,"Barranquilla",2,79,1,"primaria_o_menos",54.6,3499.8,1,0.2,0,0.2,0,0.8,0,0,0.2,5,0,0,0,0,0.2,0,0.4,0.4,0,0,0.2,0.4,0.4,1,0.4,0.4,0.2,0.4,0.4,273,5,1,0,NA,0.6,0,0.333333333333333,1,0,0,0,0,0.333333333333333,5,3,FALSE,0,1,1,0,1,NA,5,4,1,1,NA,3,0,1,1,NA,1,1,1,3,0,"4","3",0,1,"8","2",50,1,2e+07,5,1,NA,1,0.4,0,0,0.2,0,0.2,0.2,0,0,0,0,0.2,0,0.4,0.4,NA,0,0,0,0,0,0,0.4,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,1,NA,0,0,0,0,0,0,1,1,"2",1,1,1,1,0,0,"3","3","2",3,2,3,5,3,3,3,3,3,4,3,3,3,3,3,3,1,1,1,0.5,0,0.625,0.5,0.5,0.5625,0.455882352941176,1.2,2,3,3,2,3,3,1,0,0,1,1,0,2,2,2,2,2,4,1,2,3,3,3,4,4,3,4,4,0.666666666666667,0.125,39,0.583333333333333,0.666666666666667,0.5625,3,0.4,0.4,0.6,0.2,0.2,0.2,0.2,0,48,0,TRUE,TRUE,FALSE,5.476911,0.06,0.760978370845712,0.660472037677203,NA,1,1,0
"32812129","uuid:5b1aaa16-2de6-47e9-b155-0f5221d6fd9e",1,"Barranquilla",3,64,1,"primaria_o_menos",33.2,1475.6,0.8,0.4,0.4,0.4,0,0.2,0,0,0.8,5,0,0,0.2,0.2,0,0.4,0.2,0,0.4,0.4,0,0.4,0.2,0.6,0,0,0.2,0.2,0.6,166,3,0,0,NA,0.666666666666667,NA,0.5,1,0,0,0.5,0,0.5,5,2,FALSE,0,1,1,NA,NA,NA,3,2,0,0,NA,3,0,2,1,NA,NA,0.4,NA,5,1,"3","3",1,0,NA,"2",70,NA,2e+07,4,1,NA,NA,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.4,0.2,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"4",1,0,0,0,0,0,"3","2","4",3,4,2,5,4,5,5,3,4,3,2,4,5,4,3,3,2,2,2,0.5625,0.25,0.9375,0.25,0.75,0.625,0.602941176470588,1.4,3,3,3,3,3,3,1,1,0,0,0,1,2,2,3,2,3,4,3,3,3,3,4,4,4,4,4,4,0.75,0.125,46,0.666666666666667,0.75,0.75,3,0.75,0.75,0.5,0.5,0.25,0.75,0,0,48,35,TRUE,FALSE,FALSE,5.793255,0.12,0.992436508007459,1.726468433613,NA,0,1,0
"32812890","uuid:1efd06ea-225e-48af-8509-5fb892951f04",1,"Barranquilla",2,79,1,"primaria_o_menos",52.3333333333333,3118.33333333333,1,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,3,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,157,3,0,0,NA,0.666666666666667,NA,0,1,0,0,0,0,0,3,2,FALSE,0,1,1,0,1,NA,3,1,1,1,NA,3,0,4,1,NA,2,1,1,3,0,"1","3",1,1,"3","1",40,1,4.5e+07,2,1,NA,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,NA,0,0,0,0,0,0.333333333333333,0.333333333333333,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"4",0,0,0,0,0,0,"3","3","2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,3,3,3,3,3,3,1,1,1,1,1,1,2,2,4,4,1,2,3,3,3,3,4,4,4,4,4,4,0.75,0.25,45,0.625,0.75,0.75,3,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0,NA,TRUE,FALSE,TRUE,5.00721,0.06,0.992211197387453,1.72543075003083,NA,0,1,0
"32820161","uuid:cd8cc30d-9dcc-463a-ab1b-9be46c0d6b38",0,"Barranquilla",1,64,1,"primaria_o_menos",64,4096,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,64,1,0,0,NA,1,NA,0,1,0,0,0,0,0,1,1,FALSE,0,1,0,0,1,4,1,1,1,1,NA,2,0,3,1,NA,NA,1,NA,3,0,"1","3",1,0,NA,"3",50,NA,1.5e+07,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"3",1,0,0,0,0,0,"2","3","3",2,4,3,2,2,4,4,3,4,3,3,2,3,3,3,3,2,2,2,0.5,0.25,0.5,0.5,0.75,0.4375,0.455882352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,48,NA,TRUE,FALSE,FALSE,5.77219898163135,0.04,0.445876265096644,-0.790752417851678,NA,0,0.159550561797753,0
"32840396","uuid:95f5f393-a6a7-4cf2-b641-f58fa6f2cf65",1,"Barranquilla",3,51,1,"secundaria_incompleta",28.75,1145.75,1,0.5,0,0.25,0.25,0.5,0,0,0.25,4,1,0.25,0,0,0.25,0.25,0.25,0,0.25,0.25,0.25,0.5,0,0.75,0,0,0.25,0.25,0.5,115,3,1,0,NA,0.333333333333333,0,0,1,0,0,1,0,0,4,1,FALSE,0,1,1,0,1,3,4,2,1,1,NA,3,0,2,1,NA,NA,1,NA,4,0,"1","2",1,0,NA,"3",70,NA,2e+07,4,1,NA,NA,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0,1,0,1,"2",1,0,0,0,0,1,"3","3","2",4,3,2,3,3,4,2,3,3,3,3,4,3,4,4,4,1,1,1,0.6875,0,0.5,0.25,0.5,0.5625,0.455882352941176,1.5,3,2.75,2.75,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3.75,3.75,3,4,3.75,3.75,4,4,4,0.729166666666667,0.25,55,1,0.729166666666667,0.84375,4,0.666666666666667,1,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,48,60,TRUE,FALSE,FALSE,3.611222,0.06,0.739852574499684,0.563175727241585,NA,0,1,0
"32842694","uuid:bea75178-114d-43e5-bdbf-e16a19baa310",0,"Barranquilla",1,56,1,"ninguno",56,3136,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,56,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,1,1,0,0,3,3,3,1,1,NA,4,0,2,1,NA,NA,0,NA,3,0,"1","2",1,0,NA,"6",20,NA,120008800,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"3",0,0,0,0,0,1,"3","3","3",5,3,4,3,3,4,4,3,3,3,3,3,3,4,3,3,2,2,2,0.5625,0.25,0.625,0.75,0.5,0.5,0.514705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,NA,TRUE,FALSE,FALSE,4.82919647923409,0.08,0.387884693457906,-1.05783659609488,NA,0,1.75505617977528,0
"32843461","uuid:87325b0c-b722-4d87-ae61-ecb6a64bc508",0,"Barranquilla",1,57,1,"ninguno",44.5,2136.5,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,1,0,0,0,1,0,89,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,1,0,0,0,NA,3,3,1,1,NA,3,0,3,1,NA,NA,0,NA,3,0,"1","3",1,0,NA,"3",40,NA,1.2e+08,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"3",0,0,0,0,0,0,"3","3","3",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0.5,0.5,0,118,NA,TRUE,TRUE,FALSE,4.83863347987077,0.14,0.480600925170252,-0.630825603687898,NA,0,0.159550561797753,0
"32843980","uuid:b3871c63-8e9f-4474-96c7-7e45d2a1f799",1,"Barranquilla",3,67,1,"primaria_o_menos",67,4489,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,67,1,0,0,NA,1,NA,0,1,0,0,0,0,0,1,1,FALSE,1,0,1,0,1,2,3,1,1,1,NA,2,0,2,1,NA,2,1,1,5,1,"1","5",1,1,"8","1",10,1,0,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"2",1,1,1,1,1,1,"1","2","2",3,2,3,3,3,3,3,5,4,3,5,3,3,3,3,3,2,1,1,0.625,0.0833333333333333,0.5,0.5,0.75,0.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,NA,TRUE,FALSE,FALSE,5.84742,0.06,0.480600925170252,-0.630825603687898,NA,0,1,0
"32844160","uuid:6c1d37f9-7381-4d2e-af2e-a700ccea1caf",0,"Barranquilla",1,45,1,"secundaria_completa",21,697.5,0,0.75,0.25,0,0.5,0,0.25,0,0.25,4,1,0.25,0,0,0.5,0,0.25,0,0.25,0.25,0.5,0.25,0,0.75,0,0,0.5,0.25,0.25,84,3,2,0,NA,0.333333333333333,0,1,1,0,0,0,1,1,4,1,FALSE,0,1,0,1,1,3,5,2,1,1,NA,3,0,1,1,NA,NA,1,NA,5,1,"2","4",1,0,NA,"1",60,NA,3e+07,5,1,NA,NA,1,0.25,1,0.75,0,1,2,0.25,0,0,0.25,0.5,0,0.25,0,1,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0.25,0,1,0,0,0.25,0.5,0,0.25,0,1,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.5,0,0.25,0,0.5,0,0,0.5,0.75,0,0.75,0,1,1,0,0,1,1,0,1,0,1,"4",0,1,0,0,0,0,"1","3","3",3,3,3,4,5,5,4,5,4,3,4,4,4,5,3,3,2,2,2,0.75,0.25,0.875,0.5,0.75,0.6875,0.661764705882353,1.75,3,3,3,3,3,3,1,1,0,0,0,1,4,4,2,3,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.125,51,0.875,0.75,0.75,4,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0,60,TRUE,TRUE,FALSE,5.25249263230921,0.08,0.302068884655618,-1.45306721541688,NA,0,0.319101123595506,0
"32850495","uuid:06a69c0a-c684-42a9-9550-5644cb10ce2e",1,"Barranquilla",2,68,1,"ninguno",39.75,2562.25,0,1,0.25,0.5,0.25,0,0,0,0.75,4,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.25,0,0.5,0.5,159,2,0,0,NA,1,NA,0,1,0.5,0,1,0,0.5,4,2,FALSE,0,1,0,0,1,4,7,4,1,1,NA,3,0,2,1,NA,NA,1,NA,5,1,"3","5",1,0,NA,"1",20,NA,0,4,1,NA,NA,0,0,0,0.5,0.25,0.5,0.75,0,0.5,0,0,0,0,0,0.5,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0.25,0,0,0,0,0,0.25,NA,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.5,1,NA,1,0,0,0,0,0,1,1,"2",1,1,1,0,0,1,"3","2","2",5,4,2,3,3,4,3,4,5,3,3,3,5,5,2,1,2,2,2,0.5,0.25,0.5625,0.25,1,0.625,0.514705882352941,2,3,3,3,3,3,3,1,1,1,1,0,0,4,3,1,4,4,4,4,4,3,4,4,4,4,4,4,4,0.75,0.166666666666667,53,0.833333333333333,0.75,0.9375,4,0.5,0.5,1,0,1,0,0.5,0,NA,48,FALSE,TRUE,FALSE,5.485515,0,0.992211197387453,1.72543075003083,NA,0,1,0
"32867107","uuid:441a94b9-6059-4856-adb2-88db45811698",0,"Barranquilla",1,53,1,"primaria_o_menos",23.8333333333333,963.166666666667,0,0.5,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0,0,0.666666666666667,6,2,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.333333333333333,143,4,2,0,NA,0.25,0,0,0,0,0,0,0,0,6,1,FALSE,0,0,0,0,1,4,2,2,1,1,NA,3,0,1,1,NA,NA,0.166666666666667,NA,5,1,"1","5",1,0,NA,"6",50,NA,9e+07,5,1,NA,NA,0.833333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4",0,0,0,0,0,0,"3","3","4",3,4,4,3,4,4,3,3,4,3,3,3,3,3,3.5,3,1.5,2,1.5,0.53125,0.166666666666667,0.625,0.75,0.75,0.5,0.507352941176471,1.5,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,0.75,0.25,55,1,0.75,0.8125,4,1,1,0.25,1,0,0.75,0.25,0,72,NA,TRUE,TRUE,FALSE,5.01235152592885,0.04,0.895673208573461,1.28081839200994,NA,0,1.27640449438202,0
"32873927","uuid:2581afd3-4122-40f5-a552-8c5526d657d7",0,"Barranquilla",1,56,0,"primaria_o_menos",35.75,1636.75,1,0.5,0,0.75,0.25,0,0,0,0.75,4,0,0,0,0.25,0,0.25,0.5,0,0.25,0.25,0,0.75,0,0.75,0,0,0.25,0.5,0.25,143,3,1,0,NA,0.666666666666667,0,0,1,0,0,0.5,0,0.5,4,2,FALSE,0,1,1,0,1,NA,5,2,1,1,NA,3,0,1,1,NA,NA,1,NA,5,1,"3","2",1,0,NA,"1",70,NA,3e+07,5,1,NA,NA,0.25,0,0,0.5,0,0.5,0.5,0,0.25,0,0,0,0.25,0.5,0,NA,0,0,0,0,0,0.25,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0.25,0.25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0,1,NA,0,0,0,0,1,1,0,1,"2",0,0,0,0,0,0,"1","3","2",4,4,4,5,4,4,4,5,4,4,4,4,5,5,4,3,2,2,2,0.8125,0.25,0.8125,0.75,0.75,0.8125,0.705882352941177,1.5,3,3,3,3,3,3,1,1,1,0,0,1,3,2,4,4,2,4,3,3,3,3,4,4,4,4,4,4,0.75,0.166666666666667,49,0.791666666666667,0.75,0.75,4,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,48,24,TRUE,TRUE,FALSE,5.26056369509693,0.18,0.895673208573461,1.28081839200994,NA,0,2.39325842696629,0
"32884029","uuid:7076e008-c334-4571-aedc-932d2f4d63e8",1,"Barranquilla",2,47,1,"secundaria_completa",33.25,1338.75,1,0.25,0,0,0.5,0.25,0.25,0,0,4,0,0,0.25,0,0.25,0,0.5,0,0.25,0.25,0.25,0.5,0,0.75,0,0,0.5,0.5,0,133,3,1,0,0,0.666666666666667,1,1,1,0,0,0,0,1,4,2,FALSE,0,1,0,1,1,4,5,2,1,1,NA,3,0,1,2,3,NA,0,NA,2,0,"3","1",1,0,NA,"2",70,NA,2e+07,5,2,3,NA,0,0,0,0.25,0,0.25,0.25,0,0,0.25,0,0.25,0,0.5,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,1,NA,0,0,0,0,0,1,0,1,"4",1,0,1,0,0,0,"3","2","3",3,4,4,5,5,5,5,4,4,1,5,4,5,4,3,4,2,2,2,0.6875,0.25,1,0.75,0.75,0.6875,0.691176470588235,1.25,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,0.75,0.25,49,0.666666666666667,0.75,0.9375,4,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0,5,TRUE,TRUE,TRUE,5.014131,0.1,0.448084847013933,-0.780580641681573,NA,0,1,0
"32884556","uuid:66c0edd6-f5b2-4612-b933-0ed6912836b8",1,"Barranquilla",2,53,1,"primaria_o_menos",27.25,1061.75,1,0.75,0,0.5,0.25,0.25,0,0,0.5,4,1,0.25,0,0,0.25,0.25,0.25,0,0.25,0.25,0.25,0.5,0,0.75,0,0,0.25,0.25,0.5,109,3,1,0,0,0.666666666666667,1,0,1,0.5,0.5,0.5,0,0,4,2,FALSE,1,0,1,0,1,3,3,1,1,1,NA,3,0,4,1,NA,1,1,1,5,1,"1","5",1,1,"8","3",70,1,3e+06,2,1,NA,1,0.25,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"4",1,0,1,1,1,1,"3","2","2",3,3,3,3,3,3,3,5,4,3,3,4,3,5,3,3,1,1,1,0.75,0,0.5,0.5,0.75,0.5625,0.5,1.75,3,3,3,3,3,3,1,1,0,1,1,1,3,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,0.75,0.208333333333333,51,0.875,0.75,0.75,4,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,96,0,TRUE,TRUE,FALSE,4.730804,0.04,0.448084847013933,-0.780580641681573,NA,0,1,0
